,drug_a_name,drug_b_name,cell_line,synergy,fold
5-FU_BORTEZOMIB_EFM192B,5-FU,BORTEZOMIB,EFM192B,-0.00940957324324445,2
5-FU_BORTEZOMIB_ES2,5-FU,BORTEZOMIB,ES2,0.063707181068004,2
5-FU_BORTEZOMIB_HCT116,5-FU,BORTEZOMIB,HCT116,0.019147826079359012,2
5-FU_BORTEZOMIB_HT144,5-FU,BORTEZOMIB,HT144,-0.024444593142565304,2
5-FU_BORTEZOMIB_HT29,5-FU,BORTEZOMIB,HT29,0.03195868428633009,2
5-FU_BORTEZOMIB_KPL1,5-FU,BORTEZOMIB,KPL1,-0.012956887475434452,2
5-FU_BORTEZOMIB_LNCAP,5-FU,BORTEZOMIB,LNCAP,0.03748440030028412,2
5-FU_BORTEZOMIB_LOVO,5-FU,BORTEZOMIB,LOVO,0.019047198755607925,2
5-FU_BORTEZOMIB_MDAMB436,5-FU,BORTEZOMIB,MDAMB436,0.011823413992334067,2
5-FU_BORTEZOMIB_MSTO,5-FU,BORTEZOMIB,MSTO,0.1707801271219062,2
5-FU_BORTEZOMIB_NCIH1650,5-FU,BORTEZOMIB,NCIH1650,-0.08928059768273444,2
5-FU_BORTEZOMIB_NCIH2122,5-FU,BORTEZOMIB,NCIH2122,0.04584051630440441,2
5-FU_BORTEZOMIB_NCIH23,5-FU,BORTEZOMIB,NCIH23,-0.001888089317952868,2
5-FU_BORTEZOMIB_NCIH460,5-FU,BORTEZOMIB,NCIH460,0.013385928224289911,2
5-FU_BORTEZOMIB_NCIH520,5-FU,BORTEZOMIB,NCIH520,-0.0020583974397747895,2
5-FU_BORTEZOMIB_OCUBM,5-FU,BORTEZOMIB,OCUBM,0.01270468600180869,2
5-FU_BORTEZOMIB_OV90,5-FU,BORTEZOMIB,OV90,-0.009740275686852252,2
5-FU_BORTEZOMIB_OVCAR3,5-FU,BORTEZOMIB,OVCAR3,0.0018684666685518038,2
5-FU_BORTEZOMIB_PA1,5-FU,BORTEZOMIB,PA1,0.04111798065808481,2
5-FU_BORTEZOMIB_RKO,5-FU,BORTEZOMIB,RKO,0.006995192273642136,2
5-FU_BORTEZOMIB_RPMI7951,5-FU,BORTEZOMIB,RPMI7951,-0.0016282041684509917,2
5-FU_BORTEZOMIB_SKMEL30,5-FU,BORTEZOMIB,SKMEL30,-0.5644791671826934,2
5-FU_BORTEZOMIB_SKMES1,5-FU,BORTEZOMIB,SKMES1,0.0016174204136711178,2
5-FU_BORTEZOMIB_SKOV3,5-FU,BORTEZOMIB,SKOV3,-0.0002889308676514834,2
5-FU_BORTEZOMIB_SW620,5-FU,BORTEZOMIB,SW620,0.012403300455867801,2
5-FU_BORTEZOMIB_SW837,5-FU,BORTEZOMIB,SW837,0.00197873349060838,2
5-FU_BORTEZOMIB_T47D,5-FU,BORTEZOMIB,T47D,0.06392914278499445,2
5-FU_BORTEZOMIB_UACC62,5-FU,BORTEZOMIB,UACC62,-0.02719360643094638,2
5-FU_BORTEZOMIB_UWB1289BRCA1,5-FU,BORTEZOMIB,UWB1289BRCA1,0.0013811706741756443,2
5-FU_BORTEZOMIB_UWB1289,5-FU,BORTEZOMIB,UWB1289,0.004849369212708605,2
5-FU_BORTEZOMIB_VCAP,5-FU,BORTEZOMIB,VCAP,0.015798715077731094,2
5-FU_BORTEZOMIB_ZR751,5-FU,BORTEZOMIB,ZR751,0.02906727074578026,2
5-FU_DASATINIB_A2058,5-FU,DASATINIB,A2058,0.07437673422287819,1
5-FU_DASATINIB_A2780,5-FU,DASATINIB,A2780,0.1970807909793751,1
5-FU_DASATINIB_A375,5-FU,DASATINIB,A375,0.02022457287625071,1
5-FU_DASATINIB_A427,5-FU,DASATINIB,A427,0.07091749720155496,1
5-FU_DASATINIB_CAOV3,5-FU,DASATINIB,CAOV3,0.0837948125642048,1
5-FU_DASATINIB_COLO320DM,5-FU,DASATINIB,COLO320DM,0.006779936895869629,1
5-FU_DASATINIB_DLD1,5-FU,DASATINIB,DLD1,0.0805537650459484,1
5-FU_DASATINIB_EFM192B,5-FU,DASATINIB,EFM192B,-0.007480211997827807,1
5-FU_DASATINIB_ES2,5-FU,DASATINIB,ES2,0.0657696811912018,1
5-FU_DASATINIB_HCT116,5-FU,DASATINIB,HCT116,-0.03344508849222801,1
5-FU_DASATINIB_HT144,5-FU,DASATINIB,HT144,-0.05452650385800865,1
5-FU_DASATINIB_HT29,5-FU,DASATINIB,HT29,0.07766562332942976,1
5-FU_DASATINIB_KPL1,5-FU,DASATINIB,KPL1,0.007599997632344757,1
5-FU_DASATINIB_LNCAP,5-FU,DASATINIB,LNCAP,-0.009273406755081513,1
5-FU_DASATINIB_LOVO,5-FU,DASATINIB,LOVO,0.02838351869562412,1
5-FU_DASATINIB_MDAMB436,5-FU,DASATINIB,MDAMB436,0.04811976246624186,1
5-FU_DASATINIB_MSTO,5-FU,DASATINIB,MSTO,0.11347287739846229,1
5-FU_DASATINIB_NCIH1650,5-FU,DASATINIB,NCIH1650,0.007337382588295282,1
5-FU_DASATINIB_NCIH2122,5-FU,DASATINIB,NCIH2122,-0.08919181164305431,1
5-FU_DASATINIB_NCIH23,5-FU,DASATINIB,NCIH23,0.043680317789027166,1
5-FU_DASATINIB_NCIH460,5-FU,DASATINIB,NCIH460,0.06582977493862897,1
5-FU_DASATINIB_NCIH520,5-FU,DASATINIB,NCIH520,0.09530002613285256,1
5-FU_DASATINIB_OCUBM,5-FU,DASATINIB,OCUBM,0.04293786254474606,1
5-FU_DASATINIB_OV90,5-FU,DASATINIB,OV90,0.016341160802294218,1
5-FU_DASATINIB_OVCAR3,5-FU,DASATINIB,OVCAR3,0.06895009127662885,1
5-FU_DASATINIB_PA1,5-FU,DASATINIB,PA1,0.19943981769596303,1
5-FU_DASATINIB_RKO,5-FU,DASATINIB,RKO,0.05021629325018879,1
5-FU_DASATINIB_RPMI7951,5-FU,DASATINIB,RPMI7951,0.031017799453493936,1
5-FU_DASATINIB_SKMEL30,5-FU,DASATINIB,SKMEL30,0.0020547959286820253,1
5-FU_DASATINIB_SKMES1,5-FU,DASATINIB,SKMES1,0.02047457652863471,1
5-FU_DASATINIB_SKOV3,5-FU,DASATINIB,SKOV3,0.00841417932647222,1
5-FU_DASATINIB_SW620,5-FU,DASATINIB,SW620,0.08331949107470621,1
5-FU_DASATINIB_SW837,5-FU,DASATINIB,SW837,0.06909324504549552,1
5-FU_DASATINIB_T47D,5-FU,DASATINIB,T47D,0.037834039484214294,1
5-FU_DASATINIB_UACC62,5-FU,DASATINIB,UACC62,0.05239153666773261,1
5-FU_DASATINIB_UWB1289BRCA1,5-FU,DASATINIB,UWB1289BRCA1,0.031200092542587567,1
5-FU_DASATINIB_UWB1289,5-FU,DASATINIB,UWB1289,0.026457763892069757,1
5-FU_DASATINIB_VCAP,5-FU,DASATINIB,VCAP,0.06074931787580349,1
5-FU_DASATINIB_ZR751,5-FU,DASATINIB,ZR751,0.006064441070304297,1
5-FU_DINACICLIB_A2058,5-FU,DINACICLIB,A2058,0.04973561933014457,0
5-FU_DINACICLIB_A2780,5-FU,DINACICLIB,A2780,0.073013438801215,0
5-FU_DINACICLIB_A375,5-FU,DINACICLIB,A375,0.06254401296996905,0
5-FU_DINACICLIB_A427,5-FU,DINACICLIB,A427,0.025694925519449588,0
5-FU_DINACICLIB_CAOV3,5-FU,DINACICLIB,CAOV3,0.019075253399158533,0
5-FU_DINACICLIB_COLO320DM,5-FU,DINACICLIB,COLO320DM,0.03510447975447656,0
5-FU_DINACICLIB_DLD1,5-FU,DINACICLIB,DLD1,0.03397957817238692,0
5-FU_DINACICLIB_EFM192B,5-FU,DINACICLIB,EFM192B,0.02504792731105189,0
5-FU_DINACICLIB_ES2,5-FU,DINACICLIB,ES2,0.05920246263896668,0
5-FU_DINACICLIB_HCT116,5-FU,DINACICLIB,HCT116,0.05918795562790903,0
5-FU_DINACICLIB_HT144,5-FU,DINACICLIB,HT144,0.02197854348264373,0
5-FU_DINACICLIB_HT29,5-FU,DINACICLIB,HT29,0.06705362550565239,0
5-FU_DINACICLIB_KPL1,5-FU,DINACICLIB,KPL1,-0.005200147321012309,0
5-FU_DINACICLIB_LNCAP,5-FU,DINACICLIB,LNCAP,0.08183026261730095,0
5-FU_DINACICLIB_LOVO,5-FU,DINACICLIB,LOVO,0.017393086662496022,0
5-FU_DINACICLIB_MDAMB436,5-FU,DINACICLIB,MDAMB436,0.0005844204048513837,0
5-FU_DINACICLIB_MSTO,5-FU,DINACICLIB,MSTO,0.059755316136084605,0
5-FU_DINACICLIB_NCIH1650,5-FU,DINACICLIB,NCIH1650,0.06960024254864072,0
5-FU_DINACICLIB_NCIH2122,5-FU,DINACICLIB,NCIH2122,0.044182120289961,0
5-FU_DINACICLIB_NCIH23,5-FU,DINACICLIB,NCIH23,-0.017763371907911326,0
5-FU_DINACICLIB_NCIH460,5-FU,DINACICLIB,NCIH460,0.030433324945666595,0
5-FU_DINACICLIB_NCIH520,5-FU,DINACICLIB,NCIH520,0.024635321236416863,0
5-FU_DINACICLIB_OCUBM,5-FU,DINACICLIB,OCUBM,0.07014521971473012,0
5-FU_DINACICLIB_OV90,5-FU,DINACICLIB,OV90,-0.0022687769429741676,0
5-FU_DINACICLIB_OVCAR3,5-FU,DINACICLIB,OVCAR3,0.04507447696580558,0
5-FU_DINACICLIB_PA1,5-FU,DINACICLIB,PA1,0.05941180773770281,0
5-FU_DINACICLIB_RKO,5-FU,DINACICLIB,RKO,0.04655137526006348,0
5-FU_DINACICLIB_RPMI7951,5-FU,DINACICLIB,RPMI7951,-0.020022258791940074,0
5-FU_DINACICLIB_SKMEL30,5-FU,DINACICLIB,SKMEL30,-0.3850797353636508,0
5-FU_DINACICLIB_SKMES1,5-FU,DINACICLIB,SKMES1,0.007663784344410493,0
5-FU_DINACICLIB_SKOV3,5-FU,DINACICLIB,SKOV3,0.004225635952777439,0
5-FU_DINACICLIB_SW620,5-FU,DINACICLIB,SW620,0.020467341786971717,0
5-FU_DINACICLIB_SW837,5-FU,DINACICLIB,SW837,-0.006532295576180035,0
5-FU_DINACICLIB_T47D,5-FU,DINACICLIB,T47D,0.032512533148504635,0
5-FU_DINACICLIB_UACC62,5-FU,DINACICLIB,UACC62,0.04912369627813909,0
5-FU_DINACICLIB_UWB1289BRCA1,5-FU,DINACICLIB,UWB1289BRCA1,0.024283089950981992,0
5-FU_DINACICLIB_UWB1289,5-FU,DINACICLIB,UWB1289,0.015929872091223356,0
5-FU_DINACICLIB_VCAP,5-FU,DINACICLIB,VCAP,0.1497587237457191,0
5-FU_DINACICLIB_ZR751,5-FU,DINACICLIB,ZR751,0.00913489246211805,0
5-FU_ERLOTINIB_A2058,5-FU,ERLOTINIB,A2058,0.10954340244089425,3
5-FU_ERLOTINIB_A2780,5-FU,ERLOTINIB,A2780,0.1701121382578097,3
5-FU_ERLOTINIB_A375,5-FU,ERLOTINIB,A375,0.06244484276127495,3
5-FU_ERLOTINIB_A427,5-FU,ERLOTINIB,A427,0.12081903131319771,3
5-FU_ERLOTINIB_CAOV3,5-FU,ERLOTINIB,CAOV3,0.052025766487861703,3
5-FU_ERLOTINIB_COLO320DM,5-FU,ERLOTINIB,COLO320DM,0.07503809534574953,3
5-FU_ERLOTINIB_DLD1,5-FU,ERLOTINIB,DLD1,0.04954563918859638,3
5-FU_ERLOTINIB_EFM192B,5-FU,ERLOTINIB,EFM192B,0.059359270109954836,3
5-FU_ERLOTINIB_ES2,5-FU,ERLOTINIB,ES2,0.06233218123336135,3
5-FU_ERLOTINIB_HCT116,5-FU,ERLOTINIB,HCT116,0.06581208169293455,3
5-FU_ERLOTINIB_HT144,5-FU,ERLOTINIB,HT144,0.06101153407188495,3
5-FU_ERLOTINIB_HT29,5-FU,ERLOTINIB,HT29,0.11773602202262157,3
5-FU_ERLOTINIB_KPL1,5-FU,ERLOTINIB,KPL1,0.01895101866841522,3
5-FU_ERLOTINIB_LNCAP,5-FU,ERLOTINIB,LNCAP,0.027400262617939194,3
5-FU_ERLOTINIB_LOVO,5-FU,ERLOTINIB,LOVO,0.024931931800684322,3
5-FU_ERLOTINIB_MDAMB436,5-FU,ERLOTINIB,MDAMB436,0.06778920856378821,3
5-FU_ERLOTINIB_MSTO,5-FU,ERLOTINIB,MSTO,0.10465869049616924,3
5-FU_ERLOTINIB_NCIH1650,5-FU,ERLOTINIB,NCIH1650,0.05287660866346593,3
5-FU_ERLOTINIB_NCIH2122,5-FU,ERLOTINIB,NCIH2122,0.08289645756087526,3
5-FU_ERLOTINIB_NCIH23,5-FU,ERLOTINIB,NCIH23,0.051071250475682096,3
5-FU_ERLOTINIB_NCIH460,5-FU,ERLOTINIB,NCIH460,0.07570753473114761,3
5-FU_ERLOTINIB_NCIH520,5-FU,ERLOTINIB,NCIH520,0.0349227039971129,3
5-FU_ERLOTINIB_OCUBM,5-FU,ERLOTINIB,OCUBM,0.13223300714649303,3
5-FU_ERLOTINIB_OV90,5-FU,ERLOTINIB,OV90,-0.0070420168046844075,3
5-FU_ERLOTINIB_OVCAR3,5-FU,ERLOTINIB,OVCAR3,0.1208779001868465,3
5-FU_ERLOTINIB_PA1,5-FU,ERLOTINIB,PA1,0.14449829653382565,3
5-FU_ERLOTINIB_RKO,5-FU,ERLOTINIB,RKO,0.06451655620728998,3
5-FU_ERLOTINIB_RPMI7951,5-FU,ERLOTINIB,RPMI7951,0.0795288358234873,3
5-FU_ERLOTINIB_SKMEL30,5-FU,ERLOTINIB,SKMEL30,0.0835720185937367,3
5-FU_ERLOTINIB_SKMES1,5-FU,ERLOTINIB,SKMES1,0.07482665458051593,3
5-FU_ERLOTINIB_SKOV3,5-FU,ERLOTINIB,SKOV3,0.07424454420403923,3
5-FU_ERLOTINIB_SW620,5-FU,ERLOTINIB,SW620,0.07288049431432186,3
5-FU_ERLOTINIB_SW837,5-FU,ERLOTINIB,SW837,0.06410820181097374,3
5-FU_ERLOTINIB_T47D,5-FU,ERLOTINIB,T47D,0.02213663820022028,3
5-FU_ERLOTINIB_UACC62,5-FU,ERLOTINIB,UACC62,0.0878982700642689,3
5-FU_ERLOTINIB_UWB1289BRCA1,5-FU,ERLOTINIB,UWB1289BRCA1,0.07723002271911464,3
5-FU_ERLOTINIB_UWB1289,5-FU,ERLOTINIB,UWB1289,0.0674304700999188,3
5-FU_ERLOTINIB_VCAP,5-FU,ERLOTINIB,VCAP,0.09720651073838257,3
5-FU_ERLOTINIB_ZR751,5-FU,ERLOTINIB,ZR751,0.09694791600943642,3
5-FU_GELDANAMYCIN_A2058,5-FU,GELDANAMYCIN,A2058,0.04298387435443328,4
5-FU_GELDANAMYCIN_A2780,5-FU,GELDANAMYCIN,A2780,0.0869850898900087,4
5-FU_GELDANAMYCIN_A375,5-FU,GELDANAMYCIN,A375,0.07995867566760362,4
5-FU_GELDANAMYCIN_A427,5-FU,GELDANAMYCIN,A427,0.05348284469494733,4
5-FU_GELDANAMYCIN_CAOV3,5-FU,GELDANAMYCIN,CAOV3,0.011212279392171684,4
5-FU_GELDANAMYCIN_COLO320DM,5-FU,GELDANAMYCIN,COLO320DM,0.00746743689586965,4
5-FU_GELDANAMYCIN_DLD1,5-FU,GELDANAMYCIN,DLD1,0.032626477039992205,4
5-FU_GELDANAMYCIN_EFM192B,5-FU,GELDANAMYCIN,EFM192B,-0.0036819159486241627,4
5-FU_GELDANAMYCIN_ES2,5-FU,GELDANAMYCIN,ES2,0.03273843524031,4
5-FU_GELDANAMYCIN_HCT116,5-FU,GELDANAMYCIN,HCT116,0.03770429066077137,4
5-FU_GELDANAMYCIN_HT144,5-FU,GELDANAMYCIN,HT144,0.041727649924770766,4
5-FU_GELDANAMYCIN_HT29,5-FU,GELDANAMYCIN,HT29,0.02929153088556375,4
5-FU_GELDANAMYCIN_KPL1,5-FU,GELDANAMYCIN,KPL1,0.007892243821110041,4
5-FU_GELDANAMYCIN_LNCAP,5-FU,GELDANAMYCIN,LNCAP,0.0482703121779141,4
5-FU_GELDANAMYCIN_LOVO,5-FU,GELDANAMYCIN,LOVO,0.049124527782386976,4
5-FU_GELDANAMYCIN_MDAMB436,5-FU,GELDANAMYCIN,MDAMB436,0.010433864131552728,4
5-FU_GELDANAMYCIN_MSTO,5-FU,GELDANAMYCIN,MSTO,0.047046745250693134,4
5-FU_GELDANAMYCIN_NCIH1650,5-FU,GELDANAMYCIN,NCIH1650,0.0006708321075136183,4
5-FU_GELDANAMYCIN_NCIH2122,5-FU,GELDANAMYCIN,NCIH2122,0.034258948895659974,4
5-FU_GELDANAMYCIN_NCIH23,5-FU,GELDANAMYCIN,NCIH23,-0.027407652511025542,4
