label,predicted
ABT-888_OXALIPLATIN_A2058,0.024431437
ABT-888_SN-38_A2058,0.048010003
ABT-888_TOPOTECAN_A2058,0.03564526
ABT-888_ETOPOSIDE_A2058,0.0322984
ABT-888_GEMCITABINE_A2058,0.038109884
ABT-888_VINORELBINE_A2058,0.005755933
ABT-888_5-FU_A2058,0.04839853
ABT-888_CARBOPLATIN_A2058,0.042824727
ABT-888_CYCLOPHOSPHAMIDE_A2058,0.064137444
ABT-888_DEXAMETHASONE_A2058,0.050148573
ABT-888_DOXORUBICIN_A2058,0.018710049
ABT-888_METFORMIN_A2058,0.05326477
ABT-888_METHOTREXATE_A2058,0.0033937022
ABT-888_MITOMYCINE_A2058,0.057642907
ABT-888_MRK-003_A2058,0.06514485
ABT-888_PACLITAXEL_A2058,0.0133889895
ABT-888_VINBLASTINE_A2058,0.01636082
AZD1775_ABT-888_A2058,0.058618866
AZD1775_BEZ-235_A2058,0.06469913
AZD1775_BORTEZOMIB_A2058,0.038608782
AZD1775_DASATINIB_A2058,0.058110937
AZD1775_DINACICLIB_A2058,0.05727533
AZD1775_ERLOTINIB_A2058,0.06729637
AZD1775_GELDANAMYCIN_A2058,0.021792628
AZD1775_L778123_A2058,0.057457495
AZD1775_LAPATINIB_A2058,0.06972064
AZD1775_MK-2206_A2058,0.064844
AZD1775_MK-4827_A2058,0.067722365
AZD1775_MK-5108_A2058,0.04312018
AZD1775_MK-8669_A2058,0.07543558
AZD1775_MK-8776_A2058,0.07786319
AZD1775_PD325901_A2058,0.016415577
AZD1775_SORAFENIB_A2058,0.0543882
AZD1775_SUNITINIB_A2058,0.08107403
AZD1775_TEMOZOLOMIDE_A2058,0.06814358
AZD1775_ZOLINZA_A2058,0.063641995
AZD1775_OXALIPLATIN_A2058,0.029687203
AZD1775_SN-38_A2058,0.05527349
AZD1775_TOPOTECAN_A2058,0.025979433
AZD1775_ETOPOSIDE_A2058,0.039855246
AZD1775_GEMCITABINE_A2058,0.046198923
AZD1775_VINORELBINE_A2058,0.054498516
AZD1775_5-FU_A2058,0.038922284
AZD1775_CARBOPLATIN_A2058,0.044718467
AZD1775_CYCLOPHOSPHAMIDE_A2058,0.07806338
AZD1775_DEXAMETHASONE_A2058,0.051436506
AZD1775_DOXORUBICIN_A2058,0.03884302
AZD1775_METFORMIN_A2058,0.058144234
AZD1775_METHOTREXATE_A2058,0.016227998
AZD1775_MITOMYCINE_A2058,0.05221662
AZD1775_MRK-003_A2058,0.07130726
AZD1775_PACLITAXEL_A2058,0.037575323
AZD1775_VINBLASTINE_A2058,0.07192333
BEZ-235_ABT-888_A2058,0.06439398
BEZ-235_AZD1775_A2058,0.06438923
BEZ-235_BORTEZOMIB_A2058,0.04280754
BEZ-235_DASATINIB_A2058,0.04951625
BEZ-235_DINACICLIB_A2058,0.057165764
BEZ-235_ERLOTINIB_A2058,0.062930934
BEZ-235_GELDANAMYCIN_A2058,0.023513632
BEZ-235_L778123_A2058,0.053518523
BEZ-235_LAPATINIB_A2058,0.07356498
BEZ-235_MK-2206_A2058,0.05451082
BEZ-235_MK-4827_A2058,0.051781807
BEZ-235_MK-5108_A2058,0.055280235
BEZ-235_MK-8669_A2058,0.06884915
BEZ-235_MK-8776_A2058,0.076805666
BEZ-235_PD325901_A2058,0.022962388
BEZ-235_SORAFENIB_A2058,0.054025475
BEZ-235_SUNITINIB_A2058,0.08662818
BEZ-235_TEMOZOLOMIDE_A2058,0.043564957
BEZ-235_ZOLINZA_A2058,0.056195546
BEZ-235_OXALIPLATIN_A2058,0.0319966
BEZ-235_SN-38_A2058,0.05286645
BEZ-235_TOPOTECAN_A2058,0.02725893
BEZ-235_ETOPOSIDE_A2058,0.03233237
BEZ-235_GEMCITABINE_A2058,0.031914793
BEZ-235_VINORELBINE_A2058,0.032028206
BEZ-235_5-FU_A2058,0.051756576
BEZ-235_CARBOPLATIN_A2058,0.07300989
BEZ-235_CYCLOPHOSPHAMIDE_A2058,0.07543951
BEZ-235_DEXAMETHASONE_A2058,0.06820649
BEZ-235_DOXORUBICIN_A2058,0.021105707
BEZ-235_METFORMIN_A2058,0.055230375
BEZ-235_METHOTREXATE_A2058,0.009362149
BEZ-235_MITOMYCINE_A2058,0.06680916
BEZ-235_MRK-003_A2058,0.06374422
BEZ-235_PACLITAXEL_A2058,0.05323867
BEZ-235_VINBLASTINE_A2058,0.04820042
BORTEZOMIB_ABT-888_A2058,0.043353662
BORTEZOMIB_AZD1775_A2058,0.038143028
BORTEZOMIB_BEZ-235_A2058,0.050950207
BORTEZOMIB_DASATINIB_A2058,0.02371824
BORTEZOMIB_DINACICLIB_A2058,0.029399924
BORTEZOMIB_ERLOTINIB_A2058,0.02365531
BORTEZOMIB_GELDANAMYCIN_A2058,0.01716654
BORTEZOMIB_L778123_A2058,0.036117062
BORTEZOMIB_LAPATINIB_A2058,0.039889973
BORTEZOMIB_MK-2206_A2058,0.05252841
BORTEZOMIB_MK-4827_A2058,0.036497906
BORTEZOMIB_MK-5108_A2058,0.01792357
BORTEZOMIB_MK-8669_A2058,0.023897413
BORTEZOMIB_MK-8776_A2058,0.04301256
BORTEZOMIB_PD325901_A2058,0.022535276
BORTEZOMIB_SORAFENIB_A2058,0.044738367
BORTEZOMIB_SUNITINIB_A2058,0.06266487
BORTEZOMIB_TEMOZOLOMIDE_A2058,0.034464773
BORTEZOMIB_ZOLINZA_A2058,0.06717183
BORTEZOMIB_OXALIPLATIN_A2058,0.008634461
BORTEZOMIB_SN-38_A2058,0.037670314
BORTEZOMIB_TOPOTECAN_A2058,0.027933132
BORTEZOMIB_ETOPOSIDE_A2058,0.023385352
BORTEZOMIB_GEMCITABINE_A2058,0.047153294
BORTEZOMIB_VINORELBINE_A2058,-0.0033776928
BORTEZOMIB_5-FU_A2058,0.02781841
BORTEZOMIB_CARBOPLATIN_A2058,0.020746829
BORTEZOMIB_CYCLOPHOSPHAMIDE_A2058,0.04271331
BORTEZOMIB_DEXAMETHASONE_A2058,0.04277484
BORTEZOMIB_DOXORUBICIN_A2058,0.0034523536
BORTEZOMIB_METFORMIN_A2058,0.029674584
BORTEZOMIB_METHOTREXATE_A2058,0.005367944
BORTEZOMIB_MITOMYCINE_A2058,0.024698615
BORTEZOMIB_MRK-003_A2058,0.052499026
BORTEZOMIB_PACLITAXEL_A2058,0.0045341286
BORTEZOMIB_VINBLASTINE_A2058,0.016125388
CARBOPLATIN_ABT-888_A2058,0.05791075
CARBOPLATIN_AZD1775_A2058,0.049891897
CARBOPLATIN_BEZ-235_A2058,0.04236729
CARBOPLATIN_BORTEZOMIB_A2058,0.03494074
CARBOPLATIN_DASATINIB_A2058,0.046767395
CARBOPLATIN_DINACICLIB_A2058,0.059975658
CARBOPLATIN_ERLOTINIB_A2058,0.046779305
CARBOPLATIN_GELDANAMYCIN_A2058,0.023761038
CARBOPLATIN_L778123_A2058,0.03159002
CARBOPLATIN_LAPATINIB_A2058,0.0397154
CARBOPLATIN_MK-2206_A2058,0.056196343
CARBOPLATIN_MK-4827_A2058,0.052403532
CARBOPLATIN_MK-5108_A2058,0.04978239
CARBOPLATIN_MK-8669_A2058,0.0389192
CARBOPLATIN_MK-8776_A2058,0.0735206
CARBOPLATIN_PD325901_A2058,0.027547717
CARBOPLATIN_SORAFENIB_A2058,0.04573253
CARBOPLATIN_SUNITINIB_A2058,0.0562261
CARBOPLATIN_TEMOZOLOMIDE_A2058,0.06170892
CARBOPLATIN_ZOLINZA_A2058,0.06376618
CARBOPLATIN_OXALIPLATIN_A2058,0.01999881
CARBOPLATIN_SN-38_A2058,0.040158663
CARBOPLATIN_TOPOTECAN_A2058,0.026996693
CARBOPLATIN_ETOPOSIDE_A2058,0.008417535
CARBOPLATIN_GEMCITABINE_A2058,0.07112099
CARBOPLATIN_VINORELBINE_A2058,0.0018879459
CARBOPLATIN_5-FU_A2058,0.04947524
CARBOPLATIN_CYCLOPHOSPHAMIDE_A2058,0.06353462
CARBOPLATIN_DEXAMETHASONE_A2058,0.041307453
CARBOPLATIN_DOXORUBICIN_A2058,0.009997195
CARBOPLATIN_METFORMIN_A2058,0.04595581
CARBOPLATIN_METHOTREXATE_A2058,0.013210105
CARBOPLATIN_MITOMYCINE_A2058,0.03608964
CARBOPLATIN_MRK-003_A2058,0.06146271
CARBOPLATIN_PACLITAXEL_A2058,0.01630941
CARBOPLATIN_VINBLASTINE_A2058,-0.012623487
CYCLOPHOSPHAMIDE_ABT-888_A2058,0.05416309
CYCLOPHOSPHAMIDE_AZD1775_A2058,0.08600542
CYCLOPHOSPHAMIDE_BEZ-235_A2058,0.07322295
CYCLOPHOSPHAMIDE_BORTEZOMIB_A2058,0.044077452
CYCLOPHOSPHAMIDE_DASATINIB_A2058,0.06814599
CYCLOPHOSPHAMIDE_DINACICLIB_A2058,0.04617652
CYCLOPHOSPHAMIDE_ERLOTINIB_A2058,0.063038595
CYCLOPHOSPHAMIDE_GELDANAMYCIN_A2058,0.046228673
CYCLOPHOSPHAMIDE_L778123_A2058,0.05356548
CYCLOPHOSPHAMIDE_LAPATINIB_A2058,0.082904875
CYCLOPHOSPHAMIDE_MK-2206_A2058,0.055712152
CYCLOPHOSPHAMIDE_MK-4827_A2058,0.05659256
CYCLOPHOSPHAMIDE_MK-5108_A2058,0.061522827
CYCLOPHOSPHAMIDE_MK-8669_A2058,0.049852837
CYCLOPHOSPHAMIDE_MK-8776_A2058,0.07265587
CYCLOPHOSPHAMIDE_PD325901_A2058,0.03174674
CYCLOPHOSPHAMIDE_SORAFENIB_A2058,0.057914983
CYCLOPHOSPHAMIDE_SUNITINIB_A2058,0.09384668
CYCLOPHOSPHAMIDE_TEMOZOLOMIDE_A2058,0.06908293
CYCLOPHOSPHAMIDE_ZOLINZA_A2058,0.059758462
CYCLOPHOSPHAMIDE_OXALIPLATIN_A2058,0.01641766
CYCLOPHOSPHAMIDE_SN-38_A2058,0.06882472
CYCLOPHOSPHAMIDE_TOPOTECAN_A2058,0.045837753
CYCLOPHOSPHAMIDE_ETOPOSIDE_A2058,0.054076914
CYCLOPHOSPHAMIDE_GEMCITABINE_A2058,0.051402308
CYCLOPHOSPHAMIDE_VINORELBINE_A2058,0.045716956
CYCLOPHOSPHAMIDE_5-FU_A2058,0.035814885
CYCLOPHOSPHAMIDE_CARBOPLATIN_A2058,0.020014724
CYCLOPHOSPHAMIDE_DEXAMETHASONE_A2058,0.045217015
CYCLOPHOSPHAMIDE_DOXORUBICIN_A2058,0.0132874325
CYCLOPHOSPHAMIDE_METFORMIN_A2058,0.03355309
CYCLOPHOSPHAMIDE_METHOTREXATE_A2058,0.019275598
CYCLOPHOSPHAMIDE_MITOMYCINE_A2058,0.04683096
CYCLOPHOSPHAMIDE_MRK-003_A2058,0.08985686
CYCLOPHOSPHAMIDE_PACLITAXEL_A2058,0.043166023
CYCLOPHOSPHAMIDE_VINBLASTINE_A2058,0.04657212
DASATINIB_ABT-888_A2058,0.06276032
DASATINIB_AZD1775_A2058,0.08942489
DASATINIB_BEZ-235_A2058,0.06295724
DASATINIB_BORTEZOMIB_A2058,0.03232978
DASATINIB_DINACICLIB_A2058,0.056392193
DASATINIB_ERLOTINIB_A2058,0.051725727
DASATINIB_GELDANAMYCIN_A2058,0.032263465
DASATINIB_L778123_A2058,0.05919079
DASATINIB_LAPATINIB_A2058,0.06594634
DASATINIB_MK-2206_A2058,0.07767926
DASATINIB_MK-4827_A2058,0.059759855
DASATINIB_MK-5108_A2058,0.039955758
DASATINIB_MK-8669_A2058,0.04500123
DASATINIB_MK-8776_A2058,0.07529572
DASATINIB_PD325901_A2058,0.034806672
DASATINIB_SORAFENIB_A2058,0.053345744
DASATINIB_SUNITINIB_A2058,0.08848935
DASATINIB_TEMOZOLOMIDE_A2058,0.05793792
DASATINIB_ZOLINZA_A2058,0.054002967
DASATINIB_OXALIPLATIN_A2058,0.013006308
DASATINIB_SN-38_A2058,0.060506105
DASATINIB_TOPOTECAN_A2058,0.026526555
DASATINIB_ETOPOSIDE_A2058,0.029349117
DASATINIB_GEMCITABINE_A2058,0.04109812
DASATINIB_VINORELBINE_A2058,0.048447218
DASATINIB_5-FU_A2058,0.037574805
DASATINIB_CARBOPLATIN_A2058,0.03104227
DASATINIB_CYCLOPHOSPHAMIDE_A2058,0.06862812
DASATINIB_DEXAMETHASONE_A2058,0.04143679
DASATINIB_DOXORUBICIN_A2058,0.024063218
DASATINIB_METFORMIN_A2058,0.037807513
DASATINIB_METHOTREXATE_A2058,0.0069506187
DASATINIB_MITOMYCINE_A2058,0.052440207
DASATINIB_MRK-003_A2058,0.06905283
DASATINIB_PACLITAXEL_A2058,0.04532258
DASATINIB_VINBLASTINE_A2058,0.05249972
DEXAMETHASONE_ABT-888_A2058,0.048799474
DEXAMETHASONE_AZD1775_A2058,0.07247728
DEXAMETHASONE_BEZ-235_A2058,0.051799145
DEXAMETHASONE_BORTEZOMIB_A2058,0.03436477
DEXAMETHASONE_DASATINIB_A2058,0.04385095
DEXAMETHASONE_DINACICLIB_A2058,0.04046222
DEXAMETHASONE_ERLOTINIB_A2058,0.0576213
DEXAMETHASONE_GELDANAMYCIN_A2058,0.041648347
DEXAMETHASONE_L778123_A2058,0.04141809
DEXAMETHASONE_LAPATINIB_A2058,0.059375282
DEXAMETHASONE_MK-2206_A2058,0.042340685
DEXAMETHASONE_MK-4827_A2058,0.03946749
DEXAMETHASONE_MK-5108_A2058,0.030173799
DEXAMETHASONE_MK-8669_A2058,0.051782005
DEXAMETHASONE_MK-8776_A2058,0.048538547
DEXAMETHASONE_PD325901_A2058,0.031464946
DEXAMETHASONE_SORAFENIB_A2058,0.04295678
DEXAMETHASONE_SUNITINIB_A2058,0.05455304
DEXAMETHASONE_TEMOZOLOMIDE_A2058,0.0556304
DEXAMETHASONE_ZOLINZA_A2058,0.045903478
DEXAMETHASONE_OXALIPLATIN_A2058,0.006811252
DEXAMETHASONE_SN-38_A2058,0.050866906
DEXAMETHASONE_TOPOTECAN_A2058,0.031616233
DEXAMETHASONE_ETOPOSIDE_A2058,0.015434388
DEXAMETHASONE_GEMCITABINE_A2058,0.029060246
DEXAMETHASONE_VINORELBINE_A2058,0.016146712
DEXAMETHASONE_5-FU_A2058,0.030379334
DEXAMETHASONE_CARBOPLATIN_A2058,0.029950352
DEXAMETHASONE_CYCLOPHOSPHAMIDE_A2058,0.047281418
DEXAMETHASONE_DOXORUBICIN_A2058,0.010674292
DEXAMETHASONE_METFORMIN_A2058,0.039265644
DEXAMETHASONE_METHOTREXATE_A2058,-0.0033278065
DEXAMETHASONE_MITOMYCINE_A2058,0.03312644
DEXAMETHASONE_MRK-003_A2058,0.053486656
DEXAMETHASONE_PACLITAXEL_A2058,0.030081041
DEXAMETHASONE_VINBLASTINE_A2058,0.03767898
DINACICLIB_ABT-888_A2058,0.046524424
DINACICLIB_AZD1775_A2058,0.090883315
DINACICLIB_BEZ-235_A2058,0.055393614
DINACICLIB_BORTEZOMIB_A2058,0.03129922
DINACICLIB_DASATINIB_A2058,0.052578624
DINACICLIB_ERLOTINIB_A2058,0.044076893
DINACICLIB_GELDANAMYCIN_A2058,0.037879646
DINACICLIB_L778123_A2058,0.0566135
DINACICLIB_LAPATINIB_A2058,0.062318586
DINACICLIB_MK-2206_A2058,0.058642857
DINACICLIB_MK-4827_A2058,0.0484956
DINACICLIB_MK-5108_A2058,0.039238542
DINACICLIB_MK-8669_A2058,0.051548116
DINACICLIB_MK-8776_A2058,0.059382353
DINACICLIB_PD325901_A2058,0.022032768
DINACICLIB_SORAFENIB_A2058,0.045884866
DINACICLIB_SUNITINIB_A2058,0.07453737
DINACICLIB_TEMOZOLOMIDE_A2058,0.03919549
DINACICLIB_ZOLINZA_A2058,0.05031648
DINACICLIB_OXALIPLATIN_A2058,0.00448016
DINACICLIB_SN-38_A2058,0.059121996
DINACICLIB_TOPOTECAN_A2058,0.017824901
DINACICLIB_ETOPOSIDE_A2058,0.043399803
DINACICLIB_GEMCITABINE_A2058,0.046319086
DINACICLIB_VINORELBINE_A2058,0.041616052
DINACICLIB_5-FU_A2058,0.02329831
DINACICLIB_CARBOPLATIN_A2058,0.036523003
DINACICLIB_CYCLOPHOSPHAMIDE_A2058,0.061552163
DINACICLIB_DEXAMETHASONE_A2058,0.061184112
DINACICLIB_DOXORUBICIN_A2058,0.04403862
DINACICLIB_METFORMIN_A2058,0.025975738
DINACICLIB_METHOTREXATE_A2058,0.020224275
DINACICLIB_MITOMYCINE_A2058,0.055978272
DINACICLIB_MRK-003_A2058,0.09104335
DINACICLIB_PACLITAXEL_A2058,0.0473501
DINACICLIB_VINBLASTINE_A2058,0.06583482
DOXORUBICIN_ABT-888_A2058,0.014061863
DOXORUBICIN_AZD1775_A2058,0.026646627
DOXORUBICIN_BEZ-235_A2058,0.015598281
DOXORUBICIN_BORTEZOMIB_A2058,0.0064427056
DOXORUBICIN_DASATINIB_A2058,0.022747941
DOXORUBICIN_DINACICLIB_A2058,0.008004313
DOXORUBICIN_ERLOTINIB_A2058,0.030823702
DOXORUBICIN_GELDANAMYCIN_A2058,-0.0052327854
DOXORUBICIN_L778123_A2058,0.017492041
DOXORUBICIN_LAPATINIB_A2058,0.03896878
DOXORUBICIN_MK-2206_A2058,0.015411999
DOXORUBICIN_MK-4827_A2058,0.0018442442
DOXORUBICIN_MK-5108_A2058,0.0029101432
DOXORUBICIN_MK-8669_A2058,0.023751158
DOXORUBICIN_MK-8776_A2058,0.025443757
DOXORUBICIN_PD325901_A2058,-0.013727125
DOXORUBICIN_SORAFENIB_A2058,0.0038710628
DOXORUBICIN_SUNITINIB_A2058,0.05091234
DOXORUBICIN_TEMOZOLOMIDE_A2058,0.019899834
DOXORUBICIN_ZOLINZA_A2058,0.020286776
DOXORUBICIN_OXALIPLATIN_A2058,-0.009986049
DOXORUBICIN_SN-38_A2058,0.017684676
DOXORUBICIN_TOPOTECAN_A2058,0.0041243397
DOXORUBICIN_ETOPOSIDE_A2058,0.011880201
DOXORUBICIN_GEMCITABINE_A2058,0.0021454503
DOXORUBICIN_VINORELBINE_A2058,-0.023339253
DOXORUBICIN_5-FU_A2058,0.0070313006
DOXORUBICIN_CARBOPLATIN_A2058,0.0046035605
DOXORUBICIN_CYCLOPHOSPHAMIDE_A2058,0.031078763
DOXORUBICIN_DEXAMETHASONE_A2058,0.010008722
DOXORUBICIN_METFORMIN_A2058,0.023882655
DOXORUBICIN_METHOTREXATE_A2058,-0.026118556
DOXORUBICIN_MITOMYCINE_A2058,0.001992914
DOXORUBICIN_MRK-003_A2058,0.03626986
DOXORUBICIN_PACLITAXEL_A2058,0.012936415
DOXORUBICIN_VINBLASTINE_A2058,-0.016509235
ERLOTINIB_ABT-888_A2058,0.047580414
ERLOTINIB_AZD1775_A2058,0.08058682
ERLOTINIB_BEZ-235_A2058,0.079882056
ERLOTINIB_BORTEZOMIB_A2058,0.04144228
ERLOTINIB_DASATINIB_A2058,0.05805666
ERLOTINIB_DINACICLIB_A2058,0.06300576
ERLOTINIB_GELDANAMYCIN_A2058,0.040190976
ERLOTINIB_L778123_A2058,0.051983565
ERLOTINIB_LAPATINIB_A2058,0.084240496
ERLOTINIB_MK-2206_A2058,0.076051205
ERLOTINIB_MK-4827_A2058,0.06013212
ERLOTINIB_MK-5108_A2058,0.043224268
ERLOTINIB_MK-8669_A2058,0.052844487
ERLOTINIB_MK-8776_A2058,0.066249475
ERLOTINIB_PD325901_A2058,0.019413214
ERLOTINIB_SORAFENIB_A2058,0.0555408
ERLOTINIB_SUNITINIB_A2058,0.08541866
ERLOTINIB_TEMOZOLOMIDE_A2058,0.055543736
ERLOTINIB_ZOLINZA_A2058,0.05611355
ERLOTINIB_OXALIPLATIN_A2058,0.010936893
ERLOTINIB_SN-38_A2058,0.062190376
ERLOTINIB_TOPOTECAN_A2058,0.039452873
ERLOTINIB_ETOPOSIDE_A2058,0.0482661
ERLOTINIB_GEMCITABINE_A2058,0.032081142
ERLOTINIB_VINORELBINE_A2058,0.05465974
ERLOTINIB_5-FU_A2058,0.039499577
ERLOTINIB_CARBOPLATIN_A2058,0.03855178
ERLOTINIB_CYCLOPHOSPHAMIDE_A2058,0.059064437
ERLOTINIB_DEXAMETHASONE_A2058,0.042204197
ERLOTINIB_DOXORUBICIN_A2058,0.03489929
ERLOTINIB_METFORMIN_A2058,0.040105693
ERLOTINIB_METHOTREXATE_A2058,0.01901534
ERLOTINIB_MITOMYCINE_A2058,0.048876524
ERLOTINIB_MRK-003_A2058,0.059605442
ERLOTINIB_PACLITAXEL_A2058,0.035959188
ERLOTINIB_VINBLASTINE_A2058,0.06370245
ETOPOSIDE_ABT-888_A2058,0.040401265
ETOPOSIDE_AZD1775_A2058,0.053471547
ETOPOSIDE_BEZ-235_A2058,0.03510823
ETOPOSIDE_BORTEZOMIB_A2058,0.010966194
ETOPOSIDE_DASATINIB_A2058,0.041925948
ETOPOSIDE_DINACICLIB_A2058,0.04348449
ETOPOSIDE_ERLOTINIB_A2058,0.040622585
ETOPOSIDE_GELDANAMYCIN_A2058,-0.0031350618
ETOPOSIDE_L778123_A2058,0.038431518
ETOPOSIDE_LAPATINIB_A2058,0.048962735
ETOPOSIDE_MK-2206_A2058,0.04540013
ETOPOSIDE_MK-4827_A2058,0.03479167
ETOPOSIDE_MK-5108_A2058,0.020909809
ETOPOSIDE_MK-8669_A2058,0.034235463
ETOPOSIDE_MK-8776_A2058,0.047046356
ETOPOSIDE_PD325901_A2058,0.019556263
ETOPOSIDE_SORAFENIB_A2058,0.02569975
ETOPOSIDE_SUNITINIB_A2058,0.043957084
ETOPOSIDE_TEMOZOLOMIDE_A2058,0.042921104
ETOPOSIDE_ZOLINZA_A2058,0.04647249
ETOPOSIDE_OXALIPLATIN_A2058,-0.0033431128
ETOPOSIDE_SN-38_A2058,0.038220584
ETOPOSIDE_TOPOTECAN_A2058,0.014913842
ETOPOSIDE_GEMCITABINE_A2058,0.016328678
ETOPOSIDE_VINORELBINE_A2058,0.007223747
ETOPOSIDE_5-FU_A2058,0.01887498
ETOPOSIDE_CARBOPLATIN_A2058,0.03086177
ETOPOSIDE_CYCLOPHOSPHAMIDE_A2058,0.04234294
ETOPOSIDE_DEXAMETHASONE_A2058,0.018315762
ETOPOSIDE_DOXORUBICIN_A2058,-0.012456982
ETOPOSIDE_METFORMIN_A2058,0.031210214
ETOPOSIDE_METHOTREXATE_A2058,0.008956586
ETOPOSIDE_MITOMYCINE_A2058,0.023372194
ETOPOSIDE_MRK-003_A2058,0.038371548
ETOPOSIDE_PACLITAXEL_A2058,0.007174575
ETOPOSIDE_VINBLASTINE_A2058,0.0056114662
GELDANAMYCIN_ABT-888_A2058,0.046008132
GELDANAMYCIN_AZD1775_A2058,0.038830128
GELDANAMYCIN_BEZ-235_A2058,0.043201428
GELDANAMYCIN_BORTEZOMIB_A2058,0.019965122
GELDANAMYCIN_DASATINIB_A2058,0.03538422
GELDANAMYCIN_DINACICLIB_A2058,0.042826016
GELDANAMYCIN_ERLOTINIB_A2058,0.03736921
GELDANAMYCIN_L778123_A2058,0.034261286
GELDANAMYCIN_LAPATINIB_A2058,0.059080288
GELDANAMYCIN_MK-2206_A2058,0.04270711
GELDANAMYCIN_MK-4827_A2058,0.028292457
GELDANAMYCIN_MK-5108_A2058,0.02234715
GELDANAMYCIN_MK-8669_A2058,0.052105386
GELDANAMYCIN_MK-8776_A2058,0.05986414
GELDANAMYCIN_PD325901_A2058,0.022308806
GELDANAMYCIN_SORAFENIB_A2058,0.0199785
GELDANAMYCIN_SUNITINIB_A2058,0.05858884
GELDANAMYCIN_TEMOZOLOMIDE_A2058,0.034676634
GELDANAMYCIN_ZOLINZA_A2058,0.043495346
GELDANAMYCIN_OXALIPLATIN_A2058,0.012032475
GELDANAMYCIN_SN-38_A2058,0.04098698
GELDANAMYCIN_TOPOTECAN_A2058,0.018744167
GELDANAMYCIN_ETOPOSIDE_A2058,0.0279045
GELDANAMYCIN_GEMCITABINE_A2058,0.016683303
GELDANAMYCIN_VINORELBINE_A2058,-0.00721044
GELDANAMYCIN_5-FU_A2058,0.021436192
GELDANAMYCIN_CARBOPLATIN_A2058,0.03416658
GELDANAMYCIN_CYCLOPHOSPHAMIDE_A2058,0.04664598
GELDANAMYCIN_DEXAMETHASONE_A2058,0.0076672635
GELDANAMYCIN_DOXORUBICIN_A2058,0.021589458
GELDANAMYCIN_METFORMIN_A2058,0.036348455
GELDANAMYCIN_METHOTREXATE_A2058,-0.0015026191
GELDANAMYCIN_MITOMYCINE_A2058,0.029142117
GELDANAMYCIN_MRK-003_A2058,0.050514244
GELDANAMYCIN_PACLITAXEL_A2058,0.010981831
GELDANAMYCIN_VINBLASTINE_A2058,0.033049613
GEMCITABINE_ABT-888_A2058,0.05056901
GEMCITABINE_AZD1775_A2058,0.06930803
GEMCITABINE_BEZ-235_A2058,0.05034959
GEMCITABINE_BORTEZOMIB_A2058,0.030927036
GEMCITABINE_DASATINIB_A2058,0.0469493
GEMCITABINE_DINACICLIB_A2058,0.04152015
GEMCITABINE_ERLOTINIB_A2058,0.048271574
GEMCITABINE_GELDANAMYCIN_A2058,0.035246346
GEMCITABINE_L778123_A2058,0.036124438
