label,predicted
ABT-888_MRK-003_A2058,-0.36969516
ABT-888_PACLITAXEL_A2058,-0.60986954
ABT-888_VINBLASTINE_A2058,-0.71473265
AZD1775_ABT-888_A2058,-0.64260113
AZD1775_BEZ-235_A2058,0.17712149
AZD1775_BORTEZOMIB_A2058,0.34252518
AZD1775_DASATINIB_A2058,-0.50674886
AZD1775_DINACICLIB_A2058,0.044523403
AZD1775_ERLOTINIB_A2058,0.2174816
AZD1775_GELDANAMYCIN_A2058,0.15324497
AZD1775_L778123_A2058,0.22675027
AZD1775_LAPATINIB_A2058,0.15250053
AZD1775_MK-2206_A2058,0.31526184
AZD1775_MK-4827_A2058,0.14803416
AZD1775_MK-5108_A2058,0.03254779
AZD1775_MK-8669_A2058,0.23885895
AZD1775_MK-8776_A2058,0.21354231
AZD1775_PD325901_A2058,0.25600728
AZD1775_SORAFENIB_A2058,0.19971758
AZD1775_SUNITINIB_A2058,0.18031427
AZD1775_TEMOZOLOMIDE_A2058,0.31581858
AZD1775_ZOLINZA_A2058,0.398112
AZD1775_OXALIPLATIN_A2058,0.25736064
AZD1775_SN-38_A2058,0.25697505
AZD1775_TOPOTECAN_A2058,0.17227703
AZD1775_ETOPOSIDE_A2058,0.17011693
AZD1775_GEMCITABINE_A2058,0.50587296
AZD1775_VINORELBINE_A2058,-0.06829637
AZD1775_5-FU_A2058,0.52196896
AZD1775_CARBOPLATIN_A2058,0.3979488
AZD1775_CYCLOPHOSPHAMIDE_A2058,-19.141748
AZD1775_DEXAMETHASONE_A2058,-38.44171
AZD1775_DOXORUBICIN_A2058,0.09859944
AZD1775_METFORMIN_A2058,-0.22495343
AZD1775_METHOTREXATE_A2058,0.29072726
AZD1775_MITOMYCINE_A2058,0.36405116
AZD1775_MRK-003_A2058,-0.1264327
AZD1775_PACLITAXEL_A2058,0.048065346
AZD1775_VINBLASTINE_A2058,0.06364963
BEZ-235_ABT-888_A2058,-0.7686459
BEZ-235_AZD1775_A2058,0.17794536
BEZ-235_BORTEZOMIB_A2058,0.07625961
BEZ-235_DASATINIB_A2058,-0.5936304
BEZ-235_DINACICLIB_A2058,-0.16501504
BEZ-235_ERLOTINIB_A2058,0.21219018
BEZ-235_GELDANAMYCIN_A2058,0.11164621
BEZ-235_L778123_A2058,0.072571136
BEZ-235_LAPATINIB_A2058,0.16359624
BEZ-235_MK-2206_A2058,0.20189199
BEZ-235_MK-4827_A2058,0.087894194
BEZ-235_MK-5108_A2058,0.06498105
BEZ-235_MK-8669_A2058,0.32983854
BEZ-235_MK-8776_A2058,-0.07504397
BEZ-235_PD325901_A2058,0.16631511
BEZ-235_SORAFENIB_A2058,0.06366287
BEZ-235_SUNITINIB_A2058,0.14384271
BEZ-235_TEMOZOLOMIDE_A2058,-0.12166008
BEZ-235_ZOLINZA_A2058,0.043406352
BEZ-235_OXALIPLATIN_A2058,-0.021231536
BEZ-235_SN-38_A2058,0.14053223
BEZ-235_TOPOTECAN_A2058,0.15168534
BEZ-235_ETOPOSIDE_A2058,0.053083386
BEZ-235_GEMCITABINE_A2058,0.19579706
BEZ-235_VINORELBINE_A2058,-0.010136421
BEZ-235_5-FU_A2058,0.05659234
BEZ-235_CARBOPLATIN_A2058,0.11422276
BEZ-235_CYCLOPHOSPHAMIDE_A2058,-21.139439
BEZ-235_DEXAMETHASONE_A2058,-8.135273
BEZ-235_DOXORUBICIN_A2058,0.15280063
BEZ-235_METFORMIN_A2058,-0.9342704
BEZ-235_METHOTREXATE_A2058,0.03008056
BEZ-235_MITOMYCINE_A2058,0.2643782
BEZ-235_MRK-003_A2058,-0.10551763
BEZ-235_PACLITAXEL_A2058,-0.006757765
BEZ-235_VINBLASTINE_A2058,0.028027799
BORTEZOMIB_ABT-888_A2058,-0.40097702
BORTEZOMIB_AZD1775_A2058,0.22213624
BORTEZOMIB_BEZ-235_A2058,0.07893282
BORTEZOMIB_DASATINIB_A2058,-0.7526469
BORTEZOMIB_DINACICLIB_A2058,-0.084442005
BORTEZOMIB_ERLOTINIB_A2058,0.2116059
BORTEZOMIB_GELDANAMYCIN_A2058,0.1317505
BORTEZOMIB_L778123_A2058,0.11058043
BORTEZOMIB_LAPATINIB_A2058,0.051145706
BORTEZOMIB_MK-2206_A2058,0.27626225
BORTEZOMIB_MK-4827_A2058,0.15556529
BORTEZOMIB_MK-5108_A2058,0.06509498
BORTEZOMIB_MK-8669_A2058,0.20761544
BORTEZOMIB_MK-8776_A2058,0.12542094
BORTEZOMIB_PD325901_A2058,0.13521166
BORTEZOMIB_SORAFENIB_A2058,0.13314927
BORTEZOMIB_SUNITINIB_A2058,0.18512566
BORTEZOMIB_TEMOZOLOMIDE_A2058,0.3553034
BORTEZOMIB_ZOLINZA_A2058,0.3638222
BORTEZOMIB_OXALIPLATIN_A2058,0.42093915
BORTEZOMIB_SN-38_A2058,0.26291144
BORTEZOMIB_TOPOTECAN_A2058,0.1922056
BORTEZOMIB_ETOPOSIDE_A2058,0.09561237
BORTEZOMIB_GEMCITABINE_A2058,0.44063425
BORTEZOMIB_VINORELBINE_A2058,0.020939447
BORTEZOMIB_5-FU_A2058,0.5070336
BORTEZOMIB_CARBOPLATIN_A2058,0.47507566
BORTEZOMIB_CYCLOPHOSPHAMIDE_A2058,-16.557302
BORTEZOMIB_DEXAMETHASONE_A2058,-3.8024201
BORTEZOMIB_DOXORUBICIN_A2058,0.090737656
BORTEZOMIB_METFORMIN_A2058,-0.13438086
BORTEZOMIB_METHOTREXATE_A2058,0.17005862
BORTEZOMIB_MITOMYCINE_A2058,0.23034102
BORTEZOMIB_MRK-003_A2058,-0.051785756
BORTEZOMIB_PACLITAXEL_A2058,0.050150882
BORTEZOMIB_VINBLASTINE_A2058,-0.0035789134
CARBOPLATIN_ABT-888_A2058,-0.42432994
CARBOPLATIN_AZD1775_A2058,0.44589576
CARBOPLATIN_BEZ-235_A2058,0.21722178
CARBOPLATIN_BORTEZOMIB_A2058,0.49066108
CARBOPLATIN_DASATINIB_A2058,-0.4736084
CARBOPLATIN_DINACICLIB_A2058,0.18360417
CARBOPLATIN_ERLOTINIB_A2058,0.45967293
CARBOPLATIN_GELDANAMYCIN_A2058,0.30701196
CARBOPLATIN_L778123_A2058,0.39112025
CARBOPLATIN_LAPATINIB_A2058,0.33312547
CARBOPLATIN_MK-2206_A2058,0.4084016
CARBOPLATIN_MK-4827_A2058,0.3666138
CARBOPLATIN_MK-5108_A2058,0.30526417
CARBOPLATIN_MK-8669_A2058,0.24673806
CARBOPLATIN_MK-8776_A2058,0.31766152
CARBOPLATIN_PD325901_A2058,0.18140553
CARBOPLATIN_SORAFENIB_A2058,0.22302704
CARBOPLATIN_SUNITINIB_A2058,0.3783304
CARBOPLATIN_TEMOZOLOMIDE_A2058,0.35625684
CARBOPLATIN_ZOLINZA_A2058,0.4477638
CARBOPLATIN_OXALIPLATIN_A2058,0.44025528
CARBOPLATIN_SN-38_A2058,0.3696154
CARBOPLATIN_TOPOTECAN_A2058,0.400385
CARBOPLATIN_ETOPOSIDE_A2058,0.1808787
CARBOPLATIN_GEMCITABINE_A2058,0.528284
CARBOPLATIN_VINORELBINE_A2058,0.12683584
CARBOPLATIN_5-FU_A2058,0.55119795
CARBOPLATIN_CYCLOPHOSPHAMIDE_A2058,-14.862438
CARBOPLATIN_DEXAMETHASONE_A2058,-4.162751
CARBOPLATIN_DOXORUBICIN_A2058,0.22168392
CARBOPLATIN_METFORMIN_A2058,-0.1640083
CARBOPLATIN_METHOTREXATE_A2058,0.20814468
CARBOPLATIN_MITOMYCINE_A2058,0.4088768
CARBOPLATIN_MRK-003_A2058,0.29077673
CARBOPLATIN_PACLITAXEL_A2058,0.1239535
CARBOPLATIN_VINBLASTINE_A2058,0.16445854
CYCLOPHOSPHAMIDE_ABT-888_A2058,-17.9617
CYCLOPHOSPHAMIDE_AZD1775_A2058,-18.58551
CYCLOPHOSPHAMIDE_BEZ-235_A2058,-20.912252
CYCLOPHOSPHAMIDE_BORTEZOMIB_A2058,-16.32139
CYCLOPHOSPHAMIDE_DASATINIB_A2058,-10.904866
CYCLOPHOSPHAMIDE_DINACICLIB_A2058,-21.603193
CYCLOPHOSPHAMIDE_ERLOTINIB_A2058,-15.543026
CYCLOPHOSPHAMIDE_GELDANAMYCIN_A2058,-13.465256
CYCLOPHOSPHAMIDE_L778123_A2058,-16.20769
CYCLOPHOSPHAMIDE_LAPATINIB_A2058,-14.311908
CYCLOPHOSPHAMIDE_MK-2206_A2058,-15.547106
CYCLOPHOSPHAMIDE_MK-4827_A2058,-15.742047
CYCLOPHOSPHAMIDE_MK-5108_A2058,-18.009434
CYCLOPHOSPHAMIDE_MK-8669_A2058,-24.275576
CYCLOPHOSPHAMIDE_MK-8776_A2058,-15.744973
CYCLOPHOSPHAMIDE_PD325901_A2058,-15.8533535
CYCLOPHOSPHAMIDE_SORAFENIB_A2058,-15.685462
CYCLOPHOSPHAMIDE_SUNITINIB_A2058,-14.485155
CYCLOPHOSPHAMIDE_TEMOZOLOMIDE_A2058,-15.463375
CYCLOPHOSPHAMIDE_ZOLINZA_A2058,-20.543613
CYCLOPHOSPHAMIDE_OXALIPLATIN_A2058,-16.812923
CYCLOPHOSPHAMIDE_SN-38_A2058,-17.714117
CYCLOPHOSPHAMIDE_TOPOTECAN_A2058,-15.88067
CYCLOPHOSPHAMIDE_ETOPOSIDE_A2058,-14.498241
CYCLOPHOSPHAMIDE_GEMCITABINE_A2058,-14.697997
CYCLOPHOSPHAMIDE_VINORELBINE_A2058,-14.929548
CYCLOPHOSPHAMIDE_5-FU_A2058,-15.090121
CYCLOPHOSPHAMIDE_CARBOPLATIN_A2058,-14.997774
CYCLOPHOSPHAMIDE_DEXAMETHASONE_A2058,-27.13541
CYCLOPHOSPHAMIDE_DOXORUBICIN_A2058,-13.953543
CYCLOPHOSPHAMIDE_METFORMIN_A2058,-17.142859
CYCLOPHOSPHAMIDE_METHOTREXATE_A2058,-13.698113
CYCLOPHOSPHAMIDE_MITOMYCINE_A2058,-15.477925
CYCLOPHOSPHAMIDE_MRK-003_A2058,-9.180171
CYCLOPHOSPHAMIDE_PACLITAXEL_A2058,-13.373858
CYCLOPHOSPHAMIDE_VINBLASTINE_A2058,-14.679249
DASATINIB_ABT-888_A2058,-1.2339977
DASATINIB_AZD1775_A2058,-0.48258382
DASATINIB_BEZ-235_A2058,-0.6447213
DASATINIB_BORTEZOMIB_A2058,-0.8262097
DASATINIB_DINACICLIB_A2058,-0.99954873
DASATINIB_ERLOTINIB_A2058,-0.57861924
DASATINIB_GELDANAMYCIN_A2058,-0.5642919
DASATINIB_L778123_A2058,-0.60544187
DASATINIB_LAPATINIB_A2058,-0.63304657
DASATINIB_MK-2206_A2058,-0.4743852
DASATINIB_MK-4827_A2058,-0.6206072
DASATINIB_MK-5108_A2058,-0.72527826
DASATINIB_MK-8669_A2058,-0.6533764
DASATINIB_MK-8776_A2058,-0.6273142
DASATINIB_PD325901_A2058,-0.79452074
DASATINIB_SORAFENIB_A2058,-0.67895824
DASATINIB_SUNITINIB_A2058,-0.611071
DASATINIB_TEMOZOLOMIDE_A2058,-0.55217445
DASATINIB_ZOLINZA_A2058,-0.70274025
DASATINIB_OXALIPLATIN_A2058,-0.5029698
DASATINIB_SN-38_A2058,-0.4434247
DASATINIB_TOPOTECAN_A2058,-0.4777643
DASATINIB_ETOPOSIDE_A2058,-0.6047198
DASATINIB_GEMCITABINE_A2058,-0.51294065
DASATINIB_VINORELBINE_A2058,-0.670698
DASATINIB_5-FU_A2058,-0.48158067
DASATINIB_CARBOPLATIN_A2058,-0.3981047
DASATINIB_CYCLOPHOSPHAMIDE_A2058,-11.653891
DASATINIB_DEXAMETHASONE_A2058,-2.5031655
DASATINIB_DOXORUBICIN_A2058,-0.64997894
DASATINIB_METFORMIN_A2058,-1.1947192
DASATINIB_METHOTREXATE_A2058,-0.74581283
DASATINIB_MITOMYCINE_A2058,-0.69929934
DASATINIB_MRK-003_A2058,-0.7960061
DASATINIB_PACLITAXEL_A2058,-0.53303635
DASATINIB_VINBLASTINE_A2058,-0.5987346
DEXAMETHASONE_ABT-888_A2058,-4.69822
DEXAMETHASONE_AZD1775_A2058,-34.345257
DEXAMETHASONE_BEZ-235_A2058,-6.3158584
DEXAMETHASONE_BORTEZOMIB_A2058,-3.672313
DEXAMETHASONE_DASATINIB_A2058,-2.3978152
DEXAMETHASONE_DINACICLIB_A2058,-5.8200808
DEXAMETHASONE_ERLOTINIB_A2058,-4.391423
DEXAMETHASONE_GELDANAMYCIN_A2058,-3.6251674
DEXAMETHASONE_L778123_A2058,-4.350572
DEXAMETHASONE_LAPATINIB_A2058,-3.895896
DEXAMETHASONE_MK-2206_A2058,-3.7561343
DEXAMETHASONE_MK-4827_A2058,-3.5852861
DEXAMETHASONE_MK-5108_A2058,-4.4152246
DEXAMETHASONE_MK-8669_A2058,-6.8887672
DEXAMETHASONE_MK-8776_A2058,-3.9661062
DEXAMETHASONE_PD325901_A2058,-3.6732128
DEXAMETHASONE_SORAFENIB_A2058,-4.789003
DEXAMETHASONE_SUNITINIB_A2058,-3.4464674
DEXAMETHASONE_TEMOZOLOMIDE_A2058,-5.871669
DEXAMETHASONE_ZOLINZA_A2058,-5.1448255
DEXAMETHASONE_OXALIPLATIN_A2058,-4.8301764
DEXAMETHASONE_SN-38_A2058,-4.3930016
DEXAMETHASONE_TOPOTECAN_A2058,-4.995621
DEXAMETHASONE_ETOPOSIDE_A2058,-2.9077442
DEXAMETHASONE_GEMCITABINE_A2058,-3.602058
DEXAMETHASONE_VINORELBINE_A2058,-4.192552
DEXAMETHASONE_5-FU_A2058,-4.465737
DEXAMETHASONE_CARBOPLATIN_A2058,-3.8359926
DEXAMETHASONE_CYCLOPHOSPHAMIDE_A2058,-27.493263
DEXAMETHASONE_DOXORUBICIN_A2058,-2.3132257
DEXAMETHASONE_METFORMIN_A2058,-6.591538
DEXAMETHASONE_METHOTREXATE_A2058,-2.8103962
DEXAMETHASONE_MITOMYCINE_A2058,-3.2176359
DEXAMETHASONE_MRK-003_A2058,-1.9294038
DEXAMETHASONE_PACLITAXEL_A2058,-2.8686228
DEXAMETHASONE_VINBLASTINE_A2058,-3.9079478
DINACICLIB_ABT-888_A2058,-0.9529922
DINACICLIB_AZD1775_A2058,0.07709005
DINACICLIB_BEZ-235_A2058,-0.10781916
DINACICLIB_BORTEZOMIB_A2058,0.101290084
DINACICLIB_DASATINIB_A2058,-0.8917633
DINACICLIB_ERLOTINIB_A2058,0.08833665
DINACICLIB_GELDANAMYCIN_A2058,0.02315737
DINACICLIB_L778123_A2058,-0.06433947
DINACICLIB_LAPATINIB_A2058,-0.06667619
DINACICLIB_MK-2206_A2058,0.11557361
DINACICLIB_MK-4827_A2058,-0.016605023
DINACICLIB_MK-5108_A2058,-0.099217735
DINACICLIB_MK-8669_A2058,0.06429087
DINACICLIB_MK-8776_A2058,-0.047828328
DINACICLIB_PD325901_A2058,0.026728671
DINACICLIB_SORAFENIB_A2058,-0.01691467
DINACICLIB_SUNITINIB_A2058,0.0040958105
DINACICLIB_TEMOZOLOMIDE_A2058,-0.070147514
DINACICLIB_ZOLINZA_A2058,-0.046541844
DINACICLIB_OXALIPLATIN_A2058,0.16293712
DINACICLIB_SN-38_A2058,0.06005897
DINACICLIB_TOPOTECAN_A2058,0.045185912
DINACICLIB_ETOPOSIDE_A2058,-0.01393047
DINACICLIB_GEMCITABINE_A2058,0.14097832
DINACICLIB_VINORELBINE_A2058,-0.084457316
DINACICLIB_5-FU_A2058,0.17366478
DINACICLIB_CARBOPLATIN_A2058,0.13408963
DINACICLIB_CYCLOPHOSPHAMIDE_A2058,-21.721832
DINACICLIB_DEXAMETHASONE_A2058,-6.553756
DINACICLIB_DOXORUBICIN_A2058,0.065639734
DINACICLIB_METFORMIN_A2058,-0.7721581
DINACICLIB_METHOTREXATE_A2058,0.052575286
DINACICLIB_MITOMYCINE_A2058,0.11147229
DINACICLIB_MRK-003_A2058,-0.31427032
DINACICLIB_PACLITAXEL_A2058,0.076979876
DINACICLIB_VINBLASTINE_A2058,-0.038619503
DOXORUBICIN_ABT-888_A2058,-0.5885637
DOXORUBICIN_AZD1775_A2058,0.24110062
DOXORUBICIN_BEZ-235_A2058,0.22618465
DOXORUBICIN_BORTEZOMIB_A2058,0.12517762
DOXORUBICIN_DASATINIB_A2058,-0.5645685
DOXORUBICIN_DINACICLIB_A2058,-0.009484256
DOXORUBICIN_ERLOTINIB_A2058,0.23016669
DOXORUBICIN_GELDANAMYCIN_A2058,0.12630518
DOXORUBICIN_L778123_A2058,0.1744637
DOXORUBICIN_LAPATINIB_A2058,0.05583879
DOXORUBICIN_MK-2206_A2058,0.24310832
DOXORUBICIN_MK-4827_A2058,0.1146738
DOXORUBICIN_MK-5108_A2058,0.025875095
DOXORUBICIN_MK-8669_A2058,0.33839354
DOXORUBICIN_MK-8776_A2058,0.06794505
DOXORUBICIN_PD325901_A2058,0.18278892
DOXORUBICIN_SORAFENIB_A2058,0.14037333
DOXORUBICIN_SUNITINIB_A2058,0.079750456
DOXORUBICIN_TEMOZOLOMIDE_A2058,0.17761444
DOXORUBICIN_ZOLINZA_A2058,0.3351708
DOXORUBICIN_OXALIPLATIN_A2058,0.22483312
DOXORUBICIN_SN-38_A2058,0.19443682
DOXORUBICIN_TOPOTECAN_A2058,0.20250042
DOXORUBICIN_ETOPOSIDE_A2058,0.09721051
DOXORUBICIN_GEMCITABINE_A2058,0.23240484
DOXORUBICIN_VINORELBINE_A2058,0.069761984
DOXORUBICIN_5-FU_A2058,0.28531203
DOXORUBICIN_CARBOPLATIN_A2058,0.24854653
DOXORUBICIN_CYCLOPHOSPHAMIDE_A2058,-13.955189
DOXORUBICIN_DEXAMETHASONE_A2058,-2.93173
DOXORUBICIN_METFORMIN_A2058,-0.32582372
DOXORUBICIN_METHOTREXATE_A2058,-0.0022714948
DOXORUBICIN_MITOMYCINE_A2058,0.27882996
DOXORUBICIN_MRK-003_A2058,-0.0077006733
DOXORUBICIN_PACLITAXEL_A2058,0.10948173
DOXORUBICIN_VINBLASTINE_A2058,0.12732151
ERLOTINIB_ABT-888_A2058,-0.617208
ERLOTINIB_AZD1775_A2058,0.30072102
ERLOTINIB_BEZ-235_A2058,0.26899627
ERLOTINIB_BORTEZOMIB_A2058,0.41100374
ERLOTINIB_DASATINIB_A2058,-0.5666833
ERLOTINIB_DINACICLIB_A2058,0.05176873
ERLOTINIB_GELDANAMYCIN_A2058,0.26434135
ERLOTINIB_L778123_A2058,0.28288695
ERLOTINIB_LAPATINIB_A2058,0.27995333
ERLOTINIB_MK-2206_A2058,0.5171909
ERLOTINIB_MK-4827_A2058,0.30517328
ERLOTINIB_MK-5108_A2058,0.27833223
ERLOTINIB_MK-8669_A2058,0.54339343
ERLOTINIB_MK-8776_A2058,0.22596471
ERLOTINIB_PD325901_A2058,0.3501393
ERLOTINIB_SORAFENIB_A2058,0.2566688
ERLOTINIB_SUNITINIB_A2058,0.27456015
ERLOTINIB_TEMOZOLOMIDE_A2058,-0.20145883
ERLOTINIB_ZOLINZA_A2058,0.34570757
ERLOTINIB_OXALIPLATIN_A2058,0.37793282
ERLOTINIB_SN-38_A2058,0.47858545
ERLOTINIB_TOPOTECAN_A2058,0.42640764
ERLOTINIB_ETOPOSIDE_A2058,0.1833861
ERLOTINIB_GEMCITABINE_A2058,0.43969142
ERLOTINIB_VINORELBINE_A2058,0.15127303
ERLOTINIB_5-FU_A2058,0.507608
ERLOTINIB_CARBOPLATIN_A2058,0.40495643
ERLOTINIB_CYCLOPHOSPHAMIDE_A2058,-17.206184
ERLOTINIB_DEXAMETHASONE_A2058,-6.004201
ERLOTINIB_DOXORUBICIN_A2058,0.29635575
ERLOTINIB_METFORMIN_A2058,-0.5583888
ERLOTINIB_METHOTREXATE_A2058,0.20009091
ERLOTINIB_MITOMYCINE_A2058,0.20569554
ERLOTINIB_MRK-003_A2058,0.13789785
ERLOTINIB_PACLITAXEL_A2058,0.15656018
ERLOTINIB_VINBLASTINE_A2058,0.20455176
ETOPOSIDE_ABT-888_A2058,-0.54257894
ETOPOSIDE_AZD1775_A2058,0.2016265
ETOPOSIDE_BEZ-235_A2058,0.16911727
ETOPOSIDE_BORTEZOMIB_A2058,0.24244724
ETOPOSIDE_DASATINIB_A2058,-0.6753029
ETOPOSIDE_DINACICLIB_A2058,-0.03302964
ETOPOSIDE_ERLOTINIB_A2058,0.12742761
ETOPOSIDE_GELDANAMYCIN_A2058,0.21957573
ETOPOSIDE_L778123_A2058,0.1813609
ETOPOSIDE_LAPATINIB_A2058,0.07473358
ETOPOSIDE_MK-2206_A2058,0.33118117
ETOPOSIDE_MK-4827_A2058,0.15777871
ETOPOSIDE_MK-5108_A2058,0.109078094
ETOPOSIDE_MK-8669_A2058,0.27542052
ETOPOSIDE_MK-8776_A2058,0.0794517
ETOPOSIDE_PD325901_A2058,0.24354641
ETOPOSIDE_SORAFENIB_A2058,0.10876661
ETOPOSIDE_SUNITINIB_A2058,0.124665745
ETOPOSIDE_TEMOZOLOMIDE_A2058,0.21054734
ETOPOSIDE_ZOLINZA_A2058,0.36317557
ETOPOSIDE_OXALIPLATIN_A2058,0.37093577
ETOPOSIDE_SN-38_A2058,0.2160534
ETOPOSIDE_TOPOTECAN_A2058,0.123911105
ETOPOSIDE_GEMCITABINE_A2058,0.28305352
ETOPOSIDE_VINORELBINE_A2058,0.024007764
ETOPOSIDE_5-FU_A2058,0.2722723
ETOPOSIDE_CARBOPLATIN_A2058,0.4554115
ETOPOSIDE_CYCLOPHOSPHAMIDE_A2058,-14.719703
ETOPOSIDE_DEXAMETHASONE_A2058,-4.008293
ETOPOSIDE_DOXORUBICIN_A2058,0.195016
ETOPOSIDE_METFORMIN_A2058,-0.16033003
ETOPOSIDE_METHOTREXATE_A2058,0.02627663
ETOPOSIDE_MITOMYCINE_A2058,0.3075915
ETOPOSIDE_MRK-003_A2058,-0.0155102555
ETOPOSIDE_PACLITAXEL_A2058,0.15057965
ETOPOSIDE_VINBLASTINE_A2058,0.054019455
GELDANAMYCIN_ABT-888_A2058,-0.40100807
GELDANAMYCIN_AZD1775_A2058,0.10492608
GELDANAMYCIN_BEZ-235_A2058,0.12274029
GELDANAMYCIN_BORTEZOMIB_A2058,0.13403633
GELDANAMYCIN_DASATINIB_A2058,-0.72037005
GELDANAMYCIN_DINACICLIB_A2058,-0.036318764
GELDANAMYCIN_ERLOTINIB_A2058,0.11374322
GELDANAMYCIN_L778123_A2058,0.11082945
GELDANAMYCIN_LAPATINIB_A2058,0.051649597
GELDANAMYCIN_MK-2206_A2058,0.17116743
GELDANAMYCIN_MK-4827_A2058,0.02311737
GELDANAMYCIN_MK-5108_A2058,0.022692163
GELDANAMYCIN_MK-8669_A2058,0.15747306
GELDANAMYCIN_MK-8776_A2058,0.027529113
GELDANAMYCIN_PD325901_A2058,0.039287485
GELDANAMYCIN_SORAFENIB_A2058,0.10978537
GELDANAMYCIN_SUNITINIB_A2058,0.12481191
GELDANAMYCIN_TEMOZOLOMIDE_A2058,0.1718434
GELDANAMYCIN_ZOLINZA_A2058,0.25733766
GELDANAMYCIN_OXALIPLATIN_A2058,0.18504521
GELDANAMYCIN_SN-38_A2058,0.19176367
GELDANAMYCIN_TOPOTECAN_A2058,0.12381863
GELDANAMYCIN_ETOPOSIDE_A2058,0.15650058
GELDANAMYCIN_GEMCITABINE_A2058,0.21006067
GELDANAMYCIN_VINORELBINE_A2058,-0.020357981
GELDANAMYCIN_5-FU_A2058,0.26010746
GELDANAMYCIN_CARBOPLATIN_A2058,0.26595312
GELDANAMYCIN_CYCLOPHOSPHAMIDE_A2058,-13.738536
GELDANAMYCIN_DEXAMETHASONE_A2058,-3.993359
GELDANAMYCIN_DOXORUBICIN_A2058,0.030718155
GELDANAMYCIN_METFORMIN_A2058,-0.23121247
GELDANAMYCIN_METHOTREXATE_A2058,0.08121693
GELDANAMYCIN_MITOMYCINE_A2058,0.25173447
GELDANAMYCIN_MRK-003_A2058,-0.07631825
GELDANAMYCIN_PACLITAXEL_A2058,0.063551925
GELDANAMYCIN_VINBLASTINE_A2058,0.10211579
GEMCITABINE_ABT-888_A2058,-0.27991194
GEMCITABINE_AZD1775_A2058,0.55278426
GEMCITABINE_BEZ-235_A2058,0.24247204
GEMCITABINE_BORTEZOMIB_A2058,0.5254704
GEMCITABINE_DASATINIB_A2058,-0.4845291
