,drug_a_name,drug_b_name,cell_line,synergy,fold
5-FU_AZD1775_RKO,5-FU,AZD1775,RKO,-0.01779595290839229,1
5-FU_AZD1775_RPMI7951,5-FU,AZD1775,RPMI7951,-0.029847442125833554,1
5-FU_AZD1775_SKMEL30,5-FU,AZD1775,SKMEL30,0.09820836887075296,1
5-FU_AZD1775_SKMES1,5-FU,AZD1775,SKMES1,0.14585235057133103,1
5-FU_AZD1775_SKOV3,5-FU,AZD1775,SKOV3,-0.008464101243515135,1
5-FU_AZD1775_SW620,5-FU,AZD1775,SW620,0.05865862075553643,1
5-FU_AZD1775_SW837,5-FU,AZD1775,SW837,-0.04712434112960122,1
5-FU_AZD1775_T47D,5-FU,AZD1775,T47D,-0.5063754850614935,1
5-FU_AZD1775_UACC62,5-FU,AZD1775,UACC62,0.016804488652048543,1
5-FU_AZD1775_UWB1289BRCA1,5-FU,AZD1775,UWB1289BRCA1,0.053228378871051966,1
5-FU_AZD1775_UWB1289,5-FU,AZD1775,UWB1289,0.035391621530081,1
5-FU_AZD1775_VCAP,5-FU,AZD1775,VCAP,0.07344636804009128,1
5-FU_AZD1775_ZR751,5-FU,AZD1775,ZR751,-0.10356337838643495,1
5-FU_BEZ-235_A2058,5-FU,BEZ-235,A2058,0.012452262556352985,1
5-FU_BEZ-235_A2780,5-FU,BEZ-235,A2780,0.1231021565871178,1
5-FU_BEZ-235_A375,5-FU,BEZ-235,A375,-0.24259009839635573,1
5-FU_BEZ-235_A427,5-FU,BEZ-235,A427,0.06013253956576738,1
5-FU_BEZ-235_CAOV3,5-FU,BEZ-235,CAOV3,-0.03356539273557703,1
5-FU_BEZ-235_COLO320DM,5-FU,BEZ-235,COLO320DM,-0.016326171672832544,1
5-FU_BEZ-235_DLD1,5-FU,BEZ-235,DLD1,0.11329369220034392,1
5-FU_BEZ-235_EFM192B,5-FU,BEZ-235,EFM192B,-0.1703137121882004,1
5-FU_BEZ-235_ES2,5-FU,BEZ-235,ES2,-0.21448399107378358,1
5-FU_BEZ-235_HCT116,5-FU,BEZ-235,HCT116,-0.043328725938895835,1
5-FU_BEZ-235_HT144,5-FU,BEZ-235,HT144,-0.24192176997009388,1
5-FU_BEZ-235_HT29,5-FU,BEZ-235,HT29,0.04441146909316291,1
5-FU_BEZ-235_KPL1,5-FU,BEZ-235,KPL1,0.12936488365208265,1
5-FU_BEZ-235_LNCAP,5-FU,BEZ-235,LNCAP,-0.0033169635464028583,1
5-FU_BEZ-235_LOVO,5-FU,BEZ-235,LOVO,-0.30932243554203304,1
5-FU_BEZ-235_MDAMB436,5-FU,BEZ-235,MDAMB436,0.0514378933606327,1
5-FU_BEZ-235_MSTO,5-FU,BEZ-235,MSTO,-0.025724730105930082,1
5-FU_BEZ-235_NCIH1650,5-FU,BEZ-235,NCIH1650,-0.02530043623216942,1
5-FU_BEZ-235_NCIH2122,5-FU,BEZ-235,NCIH2122,-0.07140545273916545,1
5-FU_BEZ-235_NCIH23,5-FU,BEZ-235,NCIH23,-0.02284809321192083,1
5-FU_BEZ-235_NCIH460,5-FU,BEZ-235,NCIH460,0.0918170880062865,1
5-FU_BEZ-235_NCIH520,5-FU,BEZ-235,NCIH520,0.04570754377581304,1
5-FU_BEZ-235_OCUBM,5-FU,BEZ-235,OCUBM,0.15677345125092246,1
5-FU_BEZ-235_OV90,5-FU,BEZ-235,OV90,-0.45506164732415905,1
5-FU_BEZ-235_OVCAR3,5-FU,BEZ-235,OVCAR3,-0.04080780302024458,1
5-FU_BEZ-235_PA1,5-FU,BEZ-235,PA1,0.06040309249795073,1
5-FU_BEZ-235_RKO,5-FU,BEZ-235,RKO,0.17006055698900827,1
5-FU_BEZ-235_RPMI7951,5-FU,BEZ-235,RPMI7951,-0.01945831546975856,1
5-FU_BEZ-235_SKMEL30,5-FU,BEZ-235,SKMEL30,-0.6703326218870111,1
5-FU_BEZ-235_SKMES1,5-FU,BEZ-235,SKMES1,0.06850597458884781,1
5-FU_BEZ-235_SKOV3,5-FU,BEZ-235,SKOV3,-0.04194592784700543,1
5-FU_BEZ-235_SW620,5-FU,BEZ-235,SW620,0.09336710688637467,1
5-FU_BEZ-235_SW837,5-FU,BEZ-235,SW837,-0.06963162398541786,1
5-FU_BEZ-235_T47D,5-FU,BEZ-235,T47D,-0.15923672181149964,1
5-FU_BEZ-235_UACC62,5-FU,BEZ-235,UACC62,-0.0739679801607256,1
5-FU_BEZ-235_UWB1289BRCA1,5-FU,BEZ-235,UWB1289BRCA1,0.0315134790437822,1
5-FU_BEZ-235_UWB1289,5-FU,BEZ-235,UWB1289,0.03032418176655975,1
5-FU_BEZ-235_VCAP,5-FU,BEZ-235,VCAP,0.05217206827779979,1
5-FU_BEZ-235_ZR751,5-FU,BEZ-235,ZR751,0.2805816989998324,1
5-FU_BORTEZOMIB_A2058,5-FU,BORTEZOMIB,A2058,0.06565904144125223,2
5-FU_BORTEZOMIB_A2780,5-FU,BORTEZOMIB,A2780,-0.02108823080770562,2
5-FU_BORTEZOMIB_A375,5-FU,BORTEZOMIB,A375,-0.3641841419047732,2
5-FU_BORTEZOMIB_A427,5-FU,BORTEZOMIB,A427,-0.14870967141885946,2
5-FU_BORTEZOMIB_CAOV3,5-FU,BORTEZOMIB,CAOV3,0.12173919286621343,2
5-FU_BORTEZOMIB_COLO320DM,5-FU,BORTEZOMIB,COLO320DM,-0.08579609844844255,2
5-FU_BORTEZOMIB_DLD1,5-FU,BORTEZOMIB,DLD1,-0.04659607354462625,2
5-FU_BORTEZOMIB_EFM192B,5-FU,BORTEZOMIB,EFM192B,-0.2548051152432468,2
5-FU_BORTEZOMIB_ES2,5-FU,BORTEZOMIB,ES2,0.08775696585742612,2
5-FU_BORTEZOMIB_HCT116,5-FU,BORTEZOMIB,HCT116,-0.025914876388863823,2
5-FU_BORTEZOMIB_HT144,5-FU,BORTEZOMIB,HT144,-0.09828681424854395,2
5-FU_BORTEZOMIB_HT29,5-FU,BORTEZOMIB,HT29,0.05383460897746741,2
5-FU_BORTEZOMIB_KPL1,5-FU,BORTEZOMIB,KPL1,-0.17571636460470821,2
5-FU_BORTEZOMIB_LNCAP,5-FU,BORTEZOMIB,LNCAP,-0.025762101698711626,2
5-FU_BORTEZOMIB_LOVO,5-FU,BORTEZOMIB,LOVO,-0.04746177464375119,2
5-FU_BORTEZOMIB_MDAMB436,5-FU,BORTEZOMIB,MDAMB436,-0.15588289992167248,2
5-FU_BORTEZOMIB_MSTO,5-FU,BORTEZOMIB,MSTO,-0.06128789578801099,2
5-FU_BORTEZOMIB_NCIH1650,5-FU,BORTEZOMIB,NCIH1650,-0.10286366434415078,2
5-FU_BORTEZOMIB_NCIH2122,5-FU,BORTEZOMIB,NCIH2122,-0.11252536411470675,2
5-FU_BORTEZOMIB_NCIH23,5-FU,BORTEZOMIB,NCIH23,-0.28216728743689656,2
5-FU_BORTEZOMIB_NCIH460,5-FU,BORTEZOMIB,NCIH460,-0.12253523224159464,2
5-FU_BORTEZOMIB_NCIH520,5-FU,BORTEZOMIB,NCIH520,-0.1047519263497142,2
5-FU_BORTEZOMIB_OCUBM,5-FU,BORTEZOMIB,OCUBM,-0.06506620541988363,2
5-FU_BORTEZOMIB_OV90,5-FU,BORTEZOMIB,OV90,-0.394722512679487,2
5-FU_BORTEZOMIB_OVCAR3,5-FU,BORTEZOMIB,OVCAR3,-0.24641616390839868,2
5-FU_BORTEZOMIB_PA1,5-FU,BORTEZOMIB,PA1,0.032209332512996354,2
5-FU_BORTEZOMIB_RKO,5-FU,BORTEZOMIB,RKO,-0.24812493372635525,2
5-FU_BORTEZOMIB_RPMI7951,5-FU,BORTEZOMIB,RPMI7951,-0.20328115547951645,2
5-FU_BORTEZOMIB_SKMEL30,5-FU,BORTEZOMIB,SKMEL30,-0.4216519797841467,2
5-FU_BORTEZOMIB_SKMES1,5-FU,BORTEZOMIB,SKMES1,-0.18344442409474204,2
5-FU_BORTEZOMIB_SKOV3,5-FU,BORTEZOMIB,SKOV3,-0.07436159993161745,2
5-FU_BORTEZOMIB_SW620,5-FU,BORTEZOMIB,SW620,-0.04003259960815304,2
5-FU_BORTEZOMIB_SW837,5-FU,BORTEZOMIB,SW837,-0.2682865372177587,2
5-FU_BORTEZOMIB_T47D,5-FU,BORTEZOMIB,T47D,-0.1420247432555588,2
5-FU_BORTEZOMIB_UACC62,5-FU,BORTEZOMIB,UACC62,-0.14602382017998264,2
5-FU_BORTEZOMIB_UWB1289BRCA1,5-FU,BORTEZOMIB,UWB1289BRCA1,-0.09555229879467098,2
5-FU_BORTEZOMIB_UWB1289,5-FU,BORTEZOMIB,UWB1289,-0.0466229525192412,2
5-FU_BORTEZOMIB_VCAP,5-FU,BORTEZOMIB,VCAP,0.03547087320250081,2
5-FU_BORTEZOMIB_ZR751,5-FU,BORTEZOMIB,ZR751,-0.19429878292345326,2
5-FU_DASATINIB_A2058,5-FU,DASATINIB,A2058,-1.6036524132099759,1
5-FU_DASATINIB_A2780,5-FU,DASATINIB,A2780,-0.29246373775880924,1
5-FU_DASATINIB_A375,5-FU,DASATINIB,A375,-0.20360173364897305,1
5-FU_DASATINIB_A427,5-FU,DASATINIB,A427,-0.2091566857996311,1
5-FU_DASATINIB_CAOV3,5-FU,DASATINIB,CAOV3,-0.17684561130845108,1
5-FU_DASATINIB_DLD1,5-FU,DASATINIB,DLD1,0.14894161527773736,1
5-FU_DASATINIB_EFM192B,5-FU,DASATINIB,EFM192B,-0.2029568087600214,1
5-FU_DASATINIB_ES2,5-FU,DASATINIB,ES2,0.23935536285148143,1
5-FU_DASATINIB_HCT116,5-FU,DASATINIB,HCT116,-0.34663256135293125,1
5-FU_DASATINIB_HT29,5-FU,DASATINIB,HT29,0.012294740237243484,1
5-FU_DASATINIB_KPL1,5-FU,DASATINIB,KPL1,-0.034422033275840154,1
5-FU_DASATINIB_LNCAP,5-FU,DASATINIB,LNCAP,-0.8415188072560212,1
5-FU_DASATINIB_LOVO,5-FU,DASATINIB,LOVO,-0.2744173808789727,1
5-FU_DASATINIB_MDAMB436,5-FU,DASATINIB,MDAMB436,-0.08829696147989413,1
5-FU_DASATINIB_MSTO,5-FU,DASATINIB,MSTO,-1.2976138473627623,1
5-FU_DASATINIB_NCIH1650,5-FU,DASATINIB,NCIH1650,-0.02371512597066606,1
5-FU_DASATINIB_NCIH23,5-FU,DASATINIB,NCIH23,0.14334123651035788,1
5-FU_DASATINIB_NCIH520,5-FU,DASATINIB,NCIH520,-0.9651132641632593,1
5-FU_DASATINIB_OCUBM,5-FU,DASATINIB,OCUBM,0.015431107121465082,1
5-FU_DASATINIB_OV90,5-FU,DASATINIB,OV90,-0.5085142541694416,1
5-FU_DASATINIB_OVCAR3,5-FU,DASATINIB,OVCAR3,-0.13552256564313306,1
5-FU_DASATINIB_PA1,5-FU,DASATINIB,PA1,0.2060738218321657,1
5-FU_DASATINIB_RKO,5-FU,DASATINIB,RKO,0.2840549025827105,1
5-FU_DASATINIB_RPMI7951,5-FU,DASATINIB,RPMI7951,-0.008551619302757184,1
5-FU_DASATINIB_SKMES1,5-FU,DASATINIB,SKMES1,-0.18882125904328137,1
5-FU_DASATINIB_SKOV3,5-FU,DASATINIB,SKOV3,-0.07991895599153137,1
5-FU_DASATINIB_SW620,5-FU,DASATINIB,SW620,-0.5357091575988808,1
5-FU_DASATINIB_SW837,5-FU,DASATINIB,SW837,-0.060526740183965234,1
5-FU_DASATINIB_T47D,5-FU,DASATINIB,T47D,-0.8113081292408317,1
5-FU_DASATINIB_UACC62,5-FU,DASATINIB,UACC62,0.12110417778916682,1
5-FU_DASATINIB_UWB1289BRCA1,5-FU,DASATINIB,UWB1289BRCA1,0.1516802584615952,1
5-FU_DASATINIB_UWB1289,5-FU,DASATINIB,UWB1289,0.0605558718506486,1
5-FU_DASATINIB_VCAP,5-FU,DASATINIB,VCAP,0.26104544586598033,1
5-FU_DASATINIB_ZR751,5-FU,DASATINIB,ZR751,-0.5392898926091808,1
5-FU_DINACICLIB_A2058,5-FU,DINACICLIB,A2058,0.04573666318344866,0
5-FU_DINACICLIB_A2780,5-FU,DINACICLIB,A2780,-0.013223280564558263,0
5-FU_DINACICLIB_A375,5-FU,DINACICLIB,A375,-0.06118068368758369,0
5-FU_DINACICLIB_A427,5-FU,DINACICLIB,A427,-0.06964325992716089,0
5-FU_DINACICLIB_CAOV3,5-FU,DINACICLIB,CAOV3,0.03656431648640555,0
5-FU_DINACICLIB_COLO320DM,5-FU,DINACICLIB,COLO320DM,-0.061869976718362384,0
5-FU_DINACICLIB_DLD1,5-FU,DINACICLIB,DLD1,-0.046952283985040165,0
5-FU_DINACICLIB_EFM192B,5-FU,DINACICLIB,EFM192B,-0.15131282917989541,0
5-FU_DINACICLIB_ES2,5-FU,DINACICLIB,ES2,-0.06398804747504876,0
5-FU_DINACICLIB_HCT116,5-FU,DINACICLIB,HCT116,0.03616117106357464,0
5-FU_DINACICLIB_HT144,5-FU,DINACICLIB,HT144,-0.07741565795025318,0
5-FU_DINACICLIB_HT29,5-FU,DINACICLIB,HT29,0.13271676222894843,0
5-FU_DINACICLIB_KPL1,5-FU,DINACICLIB,KPL1,-0.4432031512907237,0
5-FU_DINACICLIB_LNCAP,5-FU,DINACICLIB,LNCAP,-0.18426058165896164,0
5-FU_DINACICLIB_LOVO,5-FU,DINACICLIB,LOVO,-0.01569893743411251,0
5-FU_DINACICLIB_MDAMB436,5-FU,DINACICLIB,MDAMB436,-0.15962718994654992,0
5-FU_DINACICLIB_MSTO,5-FU,DINACICLIB,MSTO,0.03305756362134185,0
5-FU_DINACICLIB_NCIH1650,5-FU,DINACICLIB,NCIH1650,-0.19188484249559867,0
5-FU_DINACICLIB_NCIH2122,5-FU,DINACICLIB,NCIH2122,-0.047573346810045804,0
5-FU_DINACICLIB_NCIH23,5-FU,DINACICLIB,NCIH23,-0.26794687556766633,0
5-FU_DINACICLIB_NCIH460,5-FU,DINACICLIB,NCIH460,-0.07853791013378915,0
5-FU_DINACICLIB_NCIH520,5-FU,DINACICLIB,NCIH520,-0.03690920374771397,0
5-FU_DINACICLIB_OCUBM,5-FU,DINACICLIB,OCUBM,0.08292723138520132,0
5-FU_DINACICLIB_OV90,5-FU,DINACICLIB,OV90,-0.6645776862431464,0
5-FU_DINACICLIB_OVCAR3,5-FU,DINACICLIB,OVCAR3,-0.08349438788951882,0
5-FU_DINACICLIB_PA1,5-FU,DINACICLIB,PA1,0.06417618659858663,0
5-FU_DINACICLIB_RKO,5-FU,DINACICLIB,RKO,-0.01418135170651738,0
5-FU_DINACICLIB_RPMI7951,5-FU,DINACICLIB,RPMI7951,-0.25802538538486364,0
5-FU_DINACICLIB_SKMEL30,5-FU,DINACICLIB,SKMEL30,-0.7376327273354624,0
5-FU_DINACICLIB_SKMES1,5-FU,DINACICLIB,SKMES1,-0.12316394828542093,0
5-FU_DINACICLIB_SKOV3,5-FU,DINACICLIB,SKOV3,-0.0841788725503922,0
5-FU_DINACICLIB_SW620,5-FU,DINACICLIB,SW620,-0.03080850933385041,0
5-FU_DINACICLIB_SW837,5-FU,DINACICLIB,SW837,-0.17865309514066902,0
5-FU_DINACICLIB_T47D,5-FU,DINACICLIB,T47D,-0.3135742247318512,0
5-FU_DINACICLIB_UACC62,5-FU,DINACICLIB,UACC62,-0.05192198712550437,0
5-FU_DINACICLIB_UWB1289BRCA1,5-FU,DINACICLIB,UWB1289BRCA1,-0.030593091755837486,0
5-FU_DINACICLIB_UWB1289,5-FU,DINACICLIB,UWB1289,-0.06089921761303395,0
5-FU_DINACICLIB_VCAP,5-FU,DINACICLIB,VCAP,0.3612498377175667,0
5-FU_DINACICLIB_ZR751,5-FU,DINACICLIB,ZR751,-0.04296772631930518,0
5-FU_ERLOTINIB_A2058,5-FU,ERLOTINIB,A2058,0.32968594998485884,3
5-FU_ERLOTINIB_A2780,5-FU,ERLOTINIB,A2780,0.2674005688063254,3
5-FU_ERLOTINIB_A375,5-FU,ERLOTINIB,A375,0.18107493314889428,3
5-FU_ERLOTINIB_A427,5-FU,ERLOTINIB,A427,0.18399263337527558,3
5-FU_ERLOTINIB_CAOV3,5-FU,ERLOTINIB,CAOV3,-0.8005361892293561,3
5-FU_ERLOTINIB_COLO320DM,5-FU,ERLOTINIB,COLO320DM,-0.0022526577377457637,3
5-FU_ERLOTINIB_DLD1,5-FU,ERLOTINIB,DLD1,0.03517631438271563,3
5-FU_ERLOTINIB_EFM192B,5-FU,ERLOTINIB,EFM192B,-0.061013999323636,3
5-FU_ERLOTINIB_ES2,5-FU,ERLOTINIB,ES2,-0.0038407951605863647,3
5-FU_ERLOTINIB_HCT116,5-FU,ERLOTINIB,HCT116,0.07737242671418385,3
5-FU_ERLOTINIB_HT144,5-FU,ERLOTINIB,HT144,-0.0854757400659274,3
5-FU_ERLOTINIB_HT29,5-FU,ERLOTINIB,HT29,0.19946346990592562,3
5-FU_ERLOTINIB_KPL1,5-FU,ERLOTINIB,KPL1,-0.200189193029982,3
5-FU_ERLOTINIB_LNCAP,5-FU,ERLOTINIB,LNCAP,0.058693242268520955,3
5-FU_ERLOTINIB_LOVO,5-FU,ERLOTINIB,LOVO,-0.01649738022370781,3
5-FU_ERLOTINIB_MDAMB436,5-FU,ERLOTINIB,MDAMB436,0.04726403711944864,3
5-FU_ERLOTINIB_MSTO,5-FU,ERLOTINIB,MSTO,-0.31346342453613313,3
5-FU_ERLOTINIB_NCIH1650,5-FU,ERLOTINIB,NCIH1650,0.22790029718696736,3
5-FU_ERLOTINIB_NCIH2122,5-FU,ERLOTINIB,NCIH2122,-0.06430393669050205,3
5-FU_ERLOTINIB_NCIH23,5-FU,ERLOTINIB,NCIH23,0.06505710125860595,3
5-FU_ERLOTINIB_NCIH460,5-FU,ERLOTINIB,NCIH460,-0.04076279327384857,3
5-FU_ERLOTINIB_NCIH520,5-FU,ERLOTINIB,NCIH520,0.0332672551235308,3
5-FU_ERLOTINIB_OCUBM,5-FU,ERLOTINIB,OCUBM,0.1825230747587582,3
5-FU_ERLOTINIB_OV90,5-FU,ERLOTINIB,OV90,-0.7275285747247875,3
5-FU_ERLOTINIB_OVCAR3,5-FU,ERLOTINIB,OVCAR3,0.13204513522134595,3
5-FU_ERLOTINIB_PA1,5-FU,ERLOTINIB,PA1,0.0015919975529195968,3
5-FU_ERLOTINIB_RKO,5-FU,ERLOTINIB,RKO,-1.0333890279682298,3
5-FU_ERLOTINIB_RPMI7951,5-FU,ERLOTINIB,RPMI7951,-0.004916802661155568,3
5-FU_ERLOTINIB_SKMEL30,5-FU,ERLOTINIB,SKMEL30,0.30858353646669634,3
5-FU_ERLOTINIB_SKMES1,5-FU,ERLOTINIB,SKMES1,-0.11514832487217887,3
5-FU_ERLOTINIB_SKOV3,5-FU,ERLOTINIB,SKOV3,0.10497134556235,3
5-FU_ERLOTINIB_SW620,5-FU,ERLOTINIB,SW620,-0.013738044732111718,3
5-FU_ERLOTINIB_SW837,5-FU,ERLOTINIB,SW837,-0.05947812473463321,3
5-FU_ERLOTINIB_T47D,5-FU,ERLOTINIB,T47D,-0.42864296760321857,3
5-FU_ERLOTINIB_UACC62,5-FU,ERLOTINIB,UACC62,0.10699881796224457,3
5-FU_ERLOTINIB_UWB1289BRCA1,5-FU,ERLOTINIB,UWB1289BRCA1,0.20667724862918407,3
5-FU_ERLOTINIB_UWB1289,5-FU,ERLOTINIB,UWB1289,0.15914624762859622,3
5-FU_ERLOTINIB_VCAP,5-FU,ERLOTINIB,VCAP,0.3182276139443999,3
5-FU_ERLOTINIB_ZR751,5-FU,ERLOTINIB,ZR751,-0.2889700347903752,3
5-FU_GELDANAMYCIN_A2058,5-FU,GELDANAMYCIN,A2058,-0.01793388165576414,4
5-FU_GELDANAMYCIN_A2780,5-FU,GELDANAMYCIN,A2780,0.040716218578234833,4
5-FU_GELDANAMYCIN_A375,5-FU,GELDANAMYCIN,A375,-0.13559150145246351,4
5-FU_GELDANAMYCIN_A427,5-FU,GELDANAMYCIN,A427,-0.023638872467702455,4
5-FU_GELDANAMYCIN_CAOV3,5-FU,GELDANAMYCIN,CAOV3,-0.1289913871472002,4
5-FU_GELDANAMYCIN_DLD1,5-FU,GELDANAMYCIN,DLD1,-0.010641806531692092,4
5-FU_GELDANAMYCIN_EFM192B,5-FU,GELDANAMYCIN,EFM192B,-0.2395441351045573,4
5-FU_GELDANAMYCIN_ES2,5-FU,GELDANAMYCIN,ES2,0.13413401193419927,4
5-FU_GELDANAMYCIN_HCT116,5-FU,GELDANAMYCIN,HCT116,-0.04145875243328737,4
5-FU_GELDANAMYCIN_HT144,5-FU,GELDANAMYCIN,HT144,-0.38901076404885276,4
5-FU_GELDANAMYCIN_HT29,5-FU,GELDANAMYCIN,HT29,-0.05743960552232288,4
5-FU_GELDANAMYCIN_KPL1,5-FU,GELDANAMYCIN,KPL1,-0.25032038779924914,4
5-FU_GELDANAMYCIN_LNCAP,5-FU,GELDANAMYCIN,LNCAP,-0.015677021257460157,4
5-FU_GELDANAMYCIN_LOVO,5-FU,GELDANAMYCIN,LOVO,0.009950754082434071,4
5-FU_GELDANAMYCIN_MDAMB436,5-FU,GELDANAMYCIN,MDAMB436,-0.1509138046857683,4
5-FU_GELDANAMYCIN_MSTO,5-FU,GELDANAMYCIN,MSTO,0.005498332079682377,4
5-FU_GELDANAMYCIN_NCIH1650,5-FU,GELDANAMYCIN,NCIH1650,-0.10718999634568614,4
5-FU_GELDANAMYCIN_NCIH2122,5-FU,GELDANAMYCIN,NCIH2122,-0.11858220916285199,4
5-FU_GELDANAMYCIN_NCIH23,5-FU,GELDANAMYCIN,NCIH23,-0.30618913898675215,4
5-FU_GELDANAMYCIN_NCIH460,5-FU,GELDANAMYCIN,NCIH460,-0.09852880433441158,4
5-FU_GELDANAMYCIN_NCIH520,5-FU,GELDANAMYCIN,NCIH520,-0.006623086411311539,4
5-FU_GELDANAMYCIN_OCUBM,5-FU,GELDANAMYCIN,OCUBM,0.022775003669760707,4
5-FU_GELDANAMYCIN_OV90,5-FU,GELDANAMYCIN,OV90,-1.1117872820942392,4
5-FU_GELDANAMYCIN_OVCAR3,5-FU,GELDANAMYCIN,OVCAR3,-0.23876276311895422,4
5-FU_GELDANAMYCIN_PA1,5-FU,GELDANAMYCIN,PA1,0.0926701918959233,4
5-FU_GELDANAMYCIN_RKO,5-FU,GELDANAMYCIN,RKO,-0.30855068934911606,4
5-FU_GELDANAMYCIN_RPMI7951,5-FU,GELDANAMYCIN,RPMI7951,-0.23843120990298874,4
5-FU_GELDANAMYCIN_SKMEL30,5-FU,GELDANAMYCIN,SKMEL30,0.33159423885588013,4
5-FU_GELDANAMYCIN_SKMES1,5-FU,GELDANAMYCIN,SKMES1,-0.22283462876284346,4
5-FU_GELDANAMYCIN_SKOV3,5-FU,GELDANAMYCIN,SKOV3,-0.28271887993584016,4
5-FU_GELDANAMYCIN_SW620,5-FU,GELDANAMYCIN,SW620,-0.09458705088027183,4
5-FU_GELDANAMYCIN_SW837,5-FU,GELDANAMYCIN,SW837,-0.16217917053316244,4
5-FU_GELDANAMYCIN_T47D,5-FU,GELDANAMYCIN,T47D,-0.318831516730533,4
